Local time,Open,High,Low,Close,Volume
23.10.2012 00:00:00.000 GMT+0300,1.30592,1.30752,1.29518,1.29863,167607891479.49265
24.10.2012 00:00:00.000 GMT+0300,1.29863,1.29966,1.29200,1.29726,167563021362.30493
25.10.2012 00:00:00.000 GMT+0300,1.29727,1.30230,1.29269,1.29333,174399349365.23483
26.10.2012 00:00:00.000 GMT+0300,1.29333,1.29559,1.28832,1.29403,176193410766.6017
28.10.2012 23:00:00.000 GMT+0200,1.29396,1.29453,1.28850,1.29032,117613331542.96889
29.10.2012 23:00:00.000 GMT+0200,1.29034,1.29832,1.28857,1.29594,118728929260.25438
30.10.2012 23:00:00.000 GMT+0200,1.29594,1.30202,1.29458,1.29597,164386000366.2111
31.10.2012 23:00:00.000 GMT+0200,1.29596,1.29823,1.29241,1.29422,148947719360.35202
01.11.2012 23:00:00.000 GMT+0200,1.29422,1.29506,1.28211,1.28349,178955490600.58624
05.11.2012 00:00:00.000 GMT+0200,1.28181,1.28425,1.27674,1.27957,153465238769.53152
06.11.2012 00:00:00.000 GMT+0200,1.27958,1.28262,1.27630,1.28137,161827870361.32843
07.11.2012 00:00:00.000 GMT+0200,1.28137,1.28761,1.27362,1.27708,224968059570.3127
08.11.2012 00:00:00.000 GMT+0200,1.27708,1.27801,1.27170,1.27468,190451580810.5472
09.11.2012 00:00:00.000 GMT+0200,1.27463,1.27897,1.26895,1.27109,205719129272.46124
12.11.2012 00:00:00.000 GMT+0200,1.27094,1.27388,1.26975,1.27091,127581330444.33627
13.11.2012 00:00:00.000 GMT+0200,1.27093,1.27264,1.26612,1.27039,181548911499.02383
14.11.2012 00:00:00.000 GMT+0200,1.27038,1.27741,1.27000,1.27348,178509350524.90262
15.11.2012 00:00:00.000 GMT+0200,1.27350,1.28015,1.27170,1.27805,170826429199.21924
16.11.2012 00:00:00.000 GMT+0200,1.27804,1.27841,1.26900,1.27428,174611800415.0391
19.11.2012 00:00:00.000 GMT+0200,1.27464,1.28196,1.27401,1.28129,159005858886.71912
20.11.2012 00:00:00.000 GMT+0200,1.28130,1.28283,1.27643,1.28166,159136148681.64105
21.11.2012 00:00:00.000 GMT+0200,1.28168,1.28312,1.27360,1.28289,142245561523.43762
22.11.2012 00:00:00.000 GMT+0200,1.28286,1.28984,1.28259,1.28848,112811539794.92229
23.11.2012 00:00:00.000 GMT+0200,1.28842,1.29904,1.28681,1.29736,122851130371.0941
26.11.2012 00:00:00.000 GMT+0200,1.29660,1.29843,1.29440,1.29716,121523999633.78938
27.11.2012 00:00:00.000 GMT+0200,1.29716,1.30083,1.29150,1.29422,154004849365.23474
28.11.2012 00:00:00.000 GMT+0200,1.29423,1.29543,1.28800,1.29521,152864341308.59424
29.11.2012 00:00:00.000 GMT+0200,1.29520,1.30122,1.29388,1.29787,140944440551.75827
30.11.2012 00:00:00.000 GMT+0200,1.29787,1.30274,1.29680,1.29860,154762020385.74252
01.12.2012 00:00:00.000 GMT+0200,1.29860,1.29860,1.29854,1.29854,0
03.12.2012 00:00:00.000 GMT+0200,1.29819,1.30756,1.29819,1.30528,144470140502.93
04.12.2012 00:00:00.000 GMT+0200,1.30528,1.31079,1.30456,1.30939,140384261474.6096
05.12.2012 00:00:00.000 GMT+0200,1.30939,1.31261,1.30597,1.30673,154196909423.8286
06.12.2012 00:00:00.000 GMT+0200,1.30676,1.30863,1.29500,1.29670,155058419555.66443
07.12.2012 00:00:00.000 GMT+0200,1.29668,1.29722,1.28789,1.29253,145250441040.0393
10.12.2012 00:00:00.000 GMT+0200,1.28887,1.29463,1.28856,1.29403,120850679931.64088
11.12.2012 00:00:00.000 GMT+0200,1.29404,1.30144,1.29286,1.30050,129661860107.42198
12.12.2012 00:00:00.000 GMT+0200,1.30047,1.30965,1.29959,1.30737,140531120361.3284
13.12.2012 00:00:00.000 GMT+0200,1.30735,1.31000,1.30411,1.30771,145504379882.8128
14.12.2012 00:00:00.000 GMT+0200,1.30768,1.31726,1.30663,1.31626,150603559570.3126
17.12.2012 00:00:00.000 GMT+0200,1.31647,1.31872,1.31439,1.31635,132163699462.89099
18.12.2012 00:00:00.000 GMT+0200,1.31635,1.32376,1.31559,1.32282,127774319946.28929
19.12.2012 00:00:00.000 GMT+0200,1.32282,1.33080,1.32224,1.32269,149977089599.60962
