Date,Close/Last,Volume,Open,High,Low,
08/13/2013,1694.16,--,1690.65,1696.81,1682.62,2376
08/14/2013,1685.39,--,1693.88,1695.52,1684.83,2375
08/15/2013,1661.32,--,1679.61,1679.61,1658.59,2374
08/16/2013,1655.83,--,1661.22,1663.6,1652.61,2373
08/19/2013,1646.06,--,1655.25,1659.18,1645.84,2372
08/20/2013,1652.35,--,1646.81,1658.92,1646.08,2371
08/21/2013,1642.8,--,1650.66,1656.99,1639.43,2370
08/22/2013,1656.96,--,1645.03,1659.55,1645.03,2369
08/23/2013,1663.5,--,1659.92,1664.85,1654.81,2368
08/26/2013,1656.78,--,1664.29,1669.51,1656.02,2367
08/27/2013,1630.48,--,1652.54,1652.54,1629.05,2366
08/28/2013,1634.96,--,1630.25,1641.18,1627.47,2365
08/29/2013,1638.17,--,1633.5,1646.41,1630.88,2364
08/30/2013,1632.97,--,1638.89,1640.08,1628.05,2363
09/02/2013,1632.97,--,0,0,0,2362
09/03/2013,1639.77,--,1635.95,1651.35,1633.41,2361
09/04/2013,1653.08,--,1640.72,1655.72,1637.41,2360
09/05/2013,1655.08,--,1653.28,1659.17,1653.07,2359
09/06/2013,1655.17,--,1657.44,1664.83,1640.62,2358
09/09/2013,1671.71,--,1656.85,1672.4,1656.85,2357
09/10/2013,1683.99,--,1674.32,1684.09,1674.32,2356
09/11/2013,1689.13,--,1681.04,1689.13,1678.7,2355
09/12/2013,1683.42,--,1689.21,1689.97,1681.96,2354
09/13/2013,1687.99,--,1685.04,1688.73,1682.22,2353
09/16/2013,1697.6,--,1691.7,1704.95,1691.7,2352
09/17/2013,1704.76,--,1697.73,1705.52,1697.73,2351
09/18/2013,1725.52,--,1705.74,1729.44,1700.35,2350
09/19/2013,1722.34,--,1727.34,1729.86,1720.2,2349
09/20/2013,1709.91,--,1722.44,1725.23,1708.89,2348
09/23/2013,1701.84,--,1711.44,1711.44,1697.1,2347
09/24/2013,1697.42,--,1702.6,1707.63,1694.9,2346
09/25/2013,1692.77,--,1698.02,1701.71,1691.88,2345
09/26/2013,1698.67,--,1694.05,1703.85,1693.11,2344
09/27/2013,1691.75,--,1695.52,1695.52,1687.11,2343
09/30/2013,1681.55,--,1687.26,1687.26,1674.99,2342
10/01/2013,1695,--,1682.41,1696.55,1682.07,2341
10/02/2013,1693.87,--,1691.9,1693.87,1680.34,2340
10/03/2013,1678.66,--,1692.35,1692.35,1670.36,2339
10/04/2013,1690.5,--,1678.79,1691.94,1677.33,2338
10/07/2013,1676.12,--,1687.15,1687.15,1674.7,2337
10/08/2013,1655.45,--,1676.22,1676.79,1655.03,2336
10/09/2013,1656.4,--,1656.99,1662.47,1646.47,2335
10/10/2013,1692.56,--,1660.88,1692.56,1660.88,2334
10/11/2013,1703.2,--,1691.09,1703.44,1688.52,2333
10/14/2013,1710.14,--,1699.86,1711.03,1692.13,2332
10/15/2013,1698.06,--,1709.17,1711.57,1695.93,2331
10/16/2013,1721.54,--,1700.49,1721.76,1700.49,2330
10/17/2013,1733.15,--,1720.17,1733.45,1714.12,2329
10/18/2013,1744.5,--,1736.72,1745.31,1735.74,2328
10/21/2013,1744.66,--,1745.2,1747.79,1740.67,2327
10/22/2013,1754.67,--,1746.48,1759.33,1746.48,2326
10/23/2013,1746.38,--,1752.27,1752.27,1740.5,2325
10/24/2013,1752.07,--,1747.48,1753.94,1745.5,2324
10/25/2013,1759.77,--,1756.01,1759.82,1752.45,2323
10/28/2013,1762.11,--,1759.42,1764.99,1757.67,2322
