Date,Close/Last,Volume,Open,High,Low,
"Jan 03, 2012",1277.06,,,,,2890
"Jan 04, 2012",1277.3,,,,,2889
"Jan 05, 2012",1281.06,,,,,2888
"Jan 06, 2012",1277.81,,,,,2887
,1277.81,,,,,2886
,1277.81,,,,,2885
"Jan 09, 2012",1280.7,,,,,2884
"Jan 10, 2012",1292.08,,,,,2883
"Jan 11, 2012",1292.48,,,,,2882
"Jan 12, 2012",1295.5,,,,,2881
"Jan 13, 2012",1289.09,,,,,2880
,1289.09,,,,,2879
,1289.09,,,,,2878
,1289.09,,,,,2877
"Jan 17, 2012",1293.67,,,,,2876
"Jan 18, 2012",1308.04,,,,,2875
"Jan 19, 2012",1314.5,,,,,2874
"Jan 20, 2012",1315.38,,,,,2873
,1315.38,,,,,2872
,1315.38,,,,,2871
"Jan 23, 2012",1316,,,,,2870
"Jan 24, 2012",1314.65,,,,,2869
"Jan 25, 2012",1326.06,,,,,2868
"Jan 26, 2012",1318.43,,,,,2867
"Jan 27, 2012",1316.33,,,,,2866
,1316.33,,,,,2865
,1316.33,,,,,2864
"Jan 30, 2012",1313.01,,,,,2863
"Jan 31, 2012",1312.41,,,,,2862
"Feb 01, 2012",1324.09,,,,,2861
"Feb 02, 2012",1325.54,,,,,2860
"Feb 03, 2012",1344.9,,,,,2859
,1344.9,,,,,2858
,1344.9,,,,,2857
"Feb 06, 2012",1344.33,,,,,2856
"Feb 07, 2012",1347.05,,,,,2855
"Feb 08, 2012",1349.96,,,,,2854
"Feb 09, 2012",1351.95,,,,,2853
"Feb 10, 2012",1342.64,,,,,2852
,1342.64,,,,,2851
,1342.64,,,,,2850
"Feb 13, 2012",1351.77,,,,,2849
"Feb 14, 2012",1350.5,,,,,2848
"Feb 15, 2012",1343.23,,,,,2847
"Feb 16, 2012",1358.04,,,,,2846
"Feb 17, 2012",1361.23,,,,,2845
,1361.23,,,,,2844
,1361.23,,,,,2843
,1361.23,,,,,2842
"Feb 21, 2012",1362.21,,,,,2841
"Feb 22, 2012",1357.66,,,,,2840
"Feb 23, 2012",1363.46,,,,,2839
"Feb 24, 2012",1365.74,,,,,2838
,1365.74,,,,,2837
,1365.74,,,,,2836
"Feb 27, 2012",1367.59,,,,,2835
"Feb 28, 2012",1372.18,,,,,2834
"Feb 29, 2012",1365.68,,,,,2833
"Mar 01, 2012",1374.09,,,,,2832
"Mar 02, 2012",1369.63,,,,,2831
,1369.63,,,,,2830
,1369.63,,,,,2829
"Mar 05, 2012",1364.33,,,,,2828
"Mar 06, 2012",1343.36,,,,,2827
"Mar 07, 2012",1352.63,,,,,2826
"Mar 08, 2012",1365.91,,,,,2825
"Mar 09, 2012",1370.87,,,,,2824
,1370.87,,,,,2823
,1370.87,,,,,2822
"Mar 12, 2012",1371.09,,,,,2821
"Mar 13, 2012",1395.95,,,,,2820
"Mar 14, 2012",1394.28,,,,,2819
"Mar 15, 2012",1402.6,,,,,2818
"Mar 16, 2012",1404.17,,,,,2817
,1404.17,,,,,2816
,1404.17,,,,,2815
"Mar 19, 2012",1409.75,,,,,2814
"Mar 20, 2012",1405.52,,,,,2813
"Mar 21, 2012",1402.89,,,,,2812
"Mar 22, 2012",1392.78,,,,,2811
"Mar 23, 2012",1397.11,,,,,2810
,1397.11,,,,,2809
,1397.11,,,,,2808
"Mar 26, 2012",1416.51,,,,,2807
"Mar 27, 2012",1412.52,,,,,2806
"Mar 28, 2012",1405.54,,,,,2805
"Mar 29, 2012",1403.28,,,,,2804
"Mar 30, 2012",1408.47,,,,,2803
"Apr 02, 2012",1419.04,,,,,2802
"Apr 03, 2012",1413.38,,,,,2801
"Apr 04, 2012",1398.96,,,,,2800
"Apr 05, 2012",1398.08,,,,,2799
,1398.08,,,,,2798
,1398.08,,,,,2797
,1398.08,,,,,2796
"Apr 09, 2012",1382.2,,,,,2795
"Apr 10, 2012",1358.59,,,,,2794
"Apr 11, 2012",1368.71,,,,,2793
"Apr 12, 2012",1387.57,,,,,2792
"Apr 13, 2012",1370.26,,,,,2791
,1370.26,,,,,2790
,1370.26,,,,,2789
"Apr 16, 2012",1369.57,,,,,2788
"Apr 17, 2012",1390.78,,,,,2787
"Apr 18, 2012",1385.14,,,,,2786
"Apr 19, 2012",1376.92,,,,,2785
"Apr 20, 2012",1378.53,,,,,2784
,1378.53,,,,,2783
,1378.53,,,,,2782
"Apr 23, 2012",1366.94,,,,,2781
"Apr 24, 2012",1371.97,,,,,2780
"Apr 25, 2012",1390.69,,,,,2779
"Apr 26, 2012",1399.98,,,,,2778
"Apr 27, 2012",1403.36,,,,,2777
,1403.36,,,,,2776
,1403.36,,,,,2775
"Apr 30, 2012",1397.91,,,,,2774
"May 01, 2012",1405.82,,,,,2773
"May 02, 2012",1402.31,,,,,2772
"May 03, 2012",1391.57,,,,,2771
"May 04, 2012",1369.1,,,,,2770
,1369.1,,,,,2769
,1369.1,,,,,2768
"May 07, 2012",1369.58,,,,,2767
"May 08, 2012",1363.72,,,,,2766
"May 09, 2012",1354.58,,,,,2765
"May 10, 2012",1357.99,,,,,2764
"May 11, 2012",1353.39,,,,,2763
,1353.39,,,,,2762
,1353.39,,,,,2761
"May 14, 2012",1338.35,,,,,2760
"May 15, 2012",1330.66,,,,,2759
"May 16, 2012",1324.8,,,,,2758
"May 17, 2012",1304.86,,,,,2757
"May 18, 2012",1295.22,,,,,2756
,1295.22,,,,,2755
,1295.22,,,,,2754
"May 21, 2012",1315.99,,,,,2753
"May 22, 2012",1316.63,,,,,2752
"May 23, 2012",1318.86,,,,,2751
"May 24, 2012",1320.68,,,,,2750
"May 25, 2012",1317.82,,,,,2749
,1317.82,,,,,2748
,1317.82,,,,,2747
,1317.82,,,,,2746
"May 29, 2012",1332.42,,,,,2745
"May 30, 2012",1313.32,,,,,2744
"May 31, 2012",1310.33,,,,,2743
"Jun 01, 2012",1278.04,,,,,2742
,1278.04,,,,,2741
,1278.04,,,,,2740
"Jun 04, 2012",1278.18,,,,,2739
"Jun 05, 2012",1285.5,,,,,2738
"Jun 06, 2012",1315.13,,,,,2737
"Jun 07, 2012",1314.99,,,,,2736
"Jun 08, 2012",1325.66,,,,,2735
,1325.66,,,,,2734
,1325.66,,,,,2733
"Jun 11, 2012",1308.93,,,,,2732
"Jun 12, 2012",1324.18,,,,,2731
"Jun 13, 2012",1314.88,,,,,2730
"Jun 14, 2012",1329.1,,,,,2729
"Jun 15, 2012",1342.84,,,,,2728
,1342.84,,,,,2727
,1342.84,,,,,2726
"Jun 18, 2012",1344.78,,,,,2725
"Jun 19, 2012",1357.98,,,,,2724
"Jun 20, 2012",1355.69,,,,,2723
"Jun 21, 2012",1325.51,,,,,2722
"Jun 22, 2012",1335.02,,,,,2721
,1335.02,,,,,2720
,1335.02,,,,,2719
"Jun 25, 2012",1313.72,,,,,2718
"Jun 26, 2012",1319.99,,,,,2717
"Jun 27, 2012",1331.85,,,,,2716
"Jun 28, 2012",1329.04,,,,,2715
"Jun 29, 2012",1362.16,,,,,2714
,1362.16,,,,,2713
,1362.16,,,,,2712
"Jul 02, 2012",1365.51,,,,,2711
"Jul 03, 2012",1374.02,,,,,2710
"Jul 05, 2012",1367.58,,,,,2709
"Jul 06, 2012",1354.68,,,,,2708
,1354.68,,,,,2707
,1354.68,,,,,2706
"Jul 09, 2012",1352.46,,,,,2705
"Jul 10, 2012",1341.47,,,,,2704
"Jul 11, 2012",1341.45,,,,,2703
"Jul 12, 2012",1334.76,,,,,2702
"Jul 13, 2012",1356.78,,,,,2701
,1356.78,,,,,2700
,1356.78,,,,,2699
"Jul 16, 2012",1353.64,,,,,2698
"Jul 17, 2012",1363.67,,,,,2697
"Jul 18, 2012",1372.78,,,,,2696
"Jul 19, 2012",1376.51,,,,,2695
"Jul 20, 2012",1362.66,,,,,2694
,1362.66,,,,,2693
,1362.66,,,,,2692
"Jul 23, 2012",1350.52,,,,,2691
"Jul 24, 2012",1338.31,,,,,2690
"Jul 25, 2012",1337.89,,,,,2689
"Jul 26, 2012",1360.02,,,,,2688
"Jul 27, 2012",1385.97,,,,,2687
,1385.97,,,,,2686
,1385.97,,,,,2685
"Jul 30, 2012",1385.3,,,,,2684
"Jul 31, 2012",1379.32,,,,,2683
"Aug 01, 2012",1375.32,,,,,2682
"Aug 02, 2012",1365,,,,,2681
"Aug 03, 2012",1390.99,,,,,2680
,1390.99,,,,,2679
,1390.99,,,,,2678
"Aug 06, 2012",1394.23,,,,,2677
"Aug 07, 2012",1401.35,,,,,2676
"Aug 08, 2012",1402.22,,,,,2675
"Aug 09, 2012",1402.8,,,,,2674
"Aug 10, 2012",1405.87,,,,,2673
,1405.87,,,,,2672
,1405.87,,,,,2671
"Aug 13, 2012",1404.11,,,,,2670
"Aug 14, 2012",1403.93,,,,,2669
"Aug 15, 2012",1405.53,,,,,2668
"Aug 16, 2012",1415.51,,,,,2667
"Aug 17, 2012",1418.16,,,,,2666
,1418.16,,,,,2665
,1418.16,,,,,2664
"Aug 20, 2012",1418.13,,,,,2663
"Aug 21, 2012",1413.17,,,,,2662
"Aug 22, 2012",1413.49,,,,,2661
"Aug 23, 2012",1402.08,,,,,2660
"Aug 24, 2012",1411.13,,,,,2659
,1411.13,,,,,2658
,1411.13,,,,,2657
"Aug 27, 2012",1410.44,,,,,2656
"Aug 28, 2012",1409.3,,,,,2655
"Aug 29, 2012",1410.49,,,,,2654
"Aug 30, 2012",1399.48,,,,,2653
"Aug 31, 2012",1406.58,,,,,2652
,1406.58,,,,,2651
,1406.58,,,,,2650
,1406.58,,,,,2649
"Sep 04, 2012",1404.94,,,,,2648
"Sep 05, 2012",1403.44,,,,,2647
"Sep 06, 2012",1432.12,,,,,2646
"Sep 07, 2012",1437.92,,,,,2645
,1437.92,,,,,2644
,1437.92,,,,,2643
"Sep 10, 2012",1429.08,,,,,2642
"Sep 11, 2012",1433.56,,,,,2641
"Sep 12, 2012",1436.56,,,,,2640
"Sep 13, 2012",1459.99,,,,,2639
"Sep 14, 2012",1465.77,,,,,2638
,1465.77,,,,,2637
,1465.77,,,,,2636
"Sep 17, 2012",1461.19,,,,,2635
"Sep 18, 2012",1459.32,,,,,2634
"Sep 19, 2012",1461.05,,,,,2633
"Sep 20, 2012",1460.26,,,,,2632
"Sep 21, 2012",1460.15,,,,,2631
,1460.15,,,,,2630
,1460.15,,,,,2629
"Sep 24, 2012",1456.89,,,,,2628
"Sep 25, 2012",1441.59,,,,,2627
"Sep 26, 2012",1433.32,,,,,2626
"Sep 27, 2012",1447.15,,,,,2625
"Sep 28, 2012",1440.67,,,,,2624
,1440.67,,,,,2623
,1440.67,,,,,2622
"Oct 01, 2012",1444.49,,,,,2621
"Oct 02, 2012",1445.75,,,,,2620
"Oct 03, 2012",1450.99,,,,,2619
"Oct 04, 2012",1461.4,,,,,2618
"Oct 05, 2012",1460.93,,,,,2617
,1460.93,,,,,2616
,1460.93,,,,,2615
"Oct 08, 2012",1455.88,,,,,2614
"Oct 09, 2012",1441.48,,,,,2613
"Oct 10, 2012",1432.56,,,,,2612
"Oct 11, 2012",1432.84,,,,,2611
"Oct 12, 2012",1428.59,,,,,2610
,1428.59,,,,,2609
,1428.59,,,,,2608
"Oct 15, 2012",1440.13,,,,,2607
"Oct 16, 2012",1454.92,,,,,2606
"Oct 17, 2012",1460.91,,,,,2605
"Oct 18, 2012",1457.34,,,,,2604
"Oct 19, 2012",1433.19,,,,,2603
,1433.19,,,,,2602
,1433.19,,,,,2601
"Oct 22, 2012",1433.82,,,,,2600
"Oct 23, 2012",1413.11,,,,,2599
"Oct 24, 2012",1408.75,,,,,2598
"Oct 25, 2012",1412.97,,,,,2597
"Oct 26, 2012",1411.94,,,,,2596
,1411.94,,,,,2595
,1411.94,,,,,2594
"Oct 31, 2012",1412.16,,,,,2593
"Nov 01, 2012",1427.59,,,,,2592
"Nov 02, 2012",1414.2,,,,,2591
,1414.2,,,,,2590
,1414.2,,,,,2589
"Nov 05, 2012",1417.26,,,,,2588
"Nov 06, 2012",1428.39,,,,,2587
"Nov 07, 2012",1394.53,,,,,2586
"Nov 08, 2012",1377.51,,,,,2585
"Nov 09, 2012",1379.85,,,,,2584
,1379.85,,,,,2583
,1379.85,,,,,2582
"Nov 12, 2012",1380.03,,,,,2581
"Nov 13, 2012",1374.53,,,,,2580
"Nov 14, 2012",1355.49,,,,,2579
"Nov 15, 2012",1353.33,,,,,2578
"Nov 16, 2012",1359.88,,,,,2577
,1359.88,,,,,2576
,1359.88,,,,,2575
"Nov 19, 2012",1386.89,,,,,2574
"Nov 20, 2012",1387.81,,,,,2573
"Nov 21, 2012",1391.03,,,,,2572
,1391.03,,,,,2571
,1391.03,,,,,2570
"Nov 23, 2012",1409.15,,,,,2569
"Nov 26, 2012",1406.29,,,,,2568
"Nov 27, 2012",1398.94,,,,,2567
"Nov 28, 2012",1409.93,,,,,2566
"Nov 29, 2012",1415.95,,,,,2565
"Nov 30, 2012",1416.18,,,,,2564
,1416.18,,,,,2563
,1416.18,,,,,2562
"Dec 03, 2012",1409.46,,,,,2561
"Dec 04, 2012",1407.05,,,,,2560
"Dec 05, 2012",1409.28,,,,,2559
"Dec 06, 2012",1413.94,,,,,2558
"Dec 07, 2012",1418.07,,,,,2557
,1418.07,,,,,2556
,1418.07,,,,,2555
"Dec 10, 2012",1418.55,,,,,2554
"Dec 11, 2012",1427.84,,,,,2553
"Dec 12, 2012",1428.48,,,,,2552
"Dec 13, 2012",1419.45,,,,,2551
"Dec 14, 2012",1413.58,,,,,2550
15,1413.58,,,,,2549
16,1413.58,,,,,2548
"Dec 17, 2012",1430.36,,,,,2547
"Dec 18, 2012",1446.79,,,,,2546
"Dec 19, 2012",1435.81,,,,,2545
12/20/2012,1443.69,--,1435.81,1443.7,1432.82,2544
12/21/2012,1430.15,--,1443.67,1443.67,1422.58,2543
12/24/2012,1426.66,--,1430.15,1430.15,1424.66,2542
12/25/2012,1426.66,--,0,0,0,2541
12/26/2012,1419.83,--,1426.66,1429.42,1416.43,2540
12/27/2012,1418.1,--,1419.83,1422.8,1401.8,2539
12/28/2012,1402.43,--,1418.1,1418.1,1401.58,2538
12/31/2012,1426.19,--,1402.43,1426.74,1398.11,2537
01/01/2013,1426.19,--,0,0,0,2536
01/02/2013,1462.42,--,1426.19,1462.43,1426.19,2535
01/03/2013,1459.37,--,1462.42,1465.47,1455.53,2534
01/04/2013,1466.47,--,1459.37,1467.94,1458.99,2533
01/07/2013,1461.89,--,1466.47,1466.47,1456.62,2532
01/08/2013,1457.15,--,1461.89,1461.89,1451.64,2531
01/09/2013,1461.02,--,1457.15,1464.73,1457.15,2530
01/10/2013,1472.12,--,1461.02,1472.3,1461.02,2529
01/11/2013,1472.05,--,1472.12,1472.75,1467.58,2528
01/14/2013,1470.68,--,1472.05,1472.05,1465.69,2527
01/15/2013,1472.34,--,1470.67,1473.31,1463.76,2526
01/16/2013,1472.63,--,1472.33,1473.96,1467.6,2525
01/17/2013,1480.94,--,1472.63,1485.16,1472.63,2524
01/18/2013,1485.98,--,1480.95,1485.98,1475.81,2523
01/21/2013,1485.98,--,0,0,0,2522
01/22/2013,1492.56,--,1485.98,1492.56,1481.16,2521
01/23/2013,1494.81,--,1492.56,1496.13,1489.9,2520
01/24/2013,1494.82,--,1494.81,1502.27,1489.46,2519
01/25/2013,1502.96,--,1494.82,1503.26,1494.82,2518
01/28/2013,1500.18,--,1502.96,1503.23,1496.33,2517
01/29/2013,1507.84,--,1500.18,1509.35,1498.09,2516
01/30/2013,1501.96,--,1507.84,1509.94,1500.11,2515
01/31/2013,1498.11,--,1501.96,1504.19,1496.76,2514
02/01/2013,1513.17,--,1498.11,1514.41,1498.11,2513
02/04/2013,1495.71,--,1513.17,1513.17,1495.02,2512
02/05/2013,1511.29,--,1495.71,1514.96,1495.71,2511
02/06/2013,1512.12,--,1511.29,1512.53,1504.71,2510
02/07/2013,1509.39,--,1512.12,1512.9,1498.49,2509
02/08/2013,1517.93,--,1509.39,1518.31,1509.39,2508
02/11/2013,1517.01,--,1517.93,1518.31,1513.61,2507
02/12/2013,1519.43,--,1517.01,1522.29,1515.61,2506
02/13/2013,1520.33,--,1519.43,1524.69,1515.93,2505
02/14/2013,1521.38,--,1520.33,1523.14,1514.02,2504
02/15/2013,1519.79,--,1521.38,1524.24,1514.14,2503
02/18/2013,1519.79,--,0,0,0,2502
02/19/2013,1530.94,--,1519.79,1530.94,1519.79,2501
02/20/2013,1511.95,--,1530.94,1530.94,1511.41,2500
02/21/2013,1502.42,--,1511.95,1511.95,1497.29,2499
02/22/2013,1515.6,--,1502.42,1515.64,1502.42,2498
02/25/2013,1487.85,--,1515.6,1525.84,1487.85,2497
02/26/2013,1496.94,--,1487.85,1498.99,1485.01,2496
02/27/2013,1515.99,--,1496.94,1520.08,1494.88,2495
02/28/2013,1514.68,--,1515.99,1525.34,1514.46,2494
03/01/2013,1518.2,--,1514.68,1519.99,1501.48,2493
03/04/2013,1525.2,--,1518.2,1525.27,1512.29,2492
03/05/2013,1539.79,--,1525.2,1543.47,1525.2,2491
03/06/2013,1541.46,--,1539.79,1545.25,1538.11,2490
03/07/2013,1544.26,--,1541.46,1545.78,1541.46,2489
03/08/2013,1551.18,--,1544.26,1552.48,1542.94,2488
03/11/2013,1556.22,--,1551.15,1556.27,1547.36,2487
03/12/2013,1552.48,--,1556.22,1556.77,1548.24,2486
03/13/2013,1554.52,--,1552.48,1556.39,1548.25,2485
03/14/2013,1563.23,--,1554.52,1563.32,1554.52,2484
03/15/2013,1560.7,--,1563.21,1563.62,1555.74,2483
03/18/2013,1552.1,--,1560.7,1560.7,1545.13,2482
03/19/2013,1548.34,--,1552.1,1557.25,1538.57,2481
03/20/2013,1558.71,--,1552.71,1561.56,1552.71,2480
03/21/2013,1545.8,--,1558.71,1558.71,1543.55,2479
03/22/2013,1556.89,--,1545.9,1557.74,1545.9,2478
03/25/2013,1551.69,--,1556.89,1564.91,1546.22,2477
03/26/2013,1563.77,--,1551.69,1563.95,1551.69,2476
03/27/2013,1562.85,--,1563.75,1564.07,1551.9,2475
03/28/2013,1569.19,--,1562.86,1570.28,1561.08,2474
03/29/2013,1569.19,--,0,0,0,2473
04/01/2013,1562.17,--,1569.18,1570.57,1558.47,2472
04/02/2013,1570.25,--,1562.17,1573.66,1562.17,2471
04/03/2013,1553.69,--,1570.25,1571.47,1549.8,2470
04/04/2013,1559.98,--,1553.69,1562.6,1552.52,2469
04/05/2013,1553.28,--,1559.98,1559.98,1539.5,2468
04/08/2013,1563.07,--,1553.26,1563.07,1548.63,2467
04/09/2013,1568.61,--,1563.11,1573.89,1560.92,2466
04/10/2013,1587.73,--,1568.61,1589.07,1568.61,2465
04/11/2013,1593.37,--,1587.73,1597.35,1586.17,2464
04/12/2013,1588.85,--,1593.3,1593.3,1579.97,2463
04/15/2013,1552.36,--,1588.84,1588.84,1552.28,2462
04/16/2013,1574.57,--,1552.36,1575.35,1552.36,2461
04/17/2013,1552.01,--,1574.57,1574.57,1543.69,2460
04/18/2013,1541.61,--,1552.03,1554.38,1536.03,2459
04/19/2013,1555.25,--,1541.61,1555.89,1539.4,2458
04/22/2013,1562.5,--,1555.25,1565.55,1548.19,2457
04/23/2013,1578.78,--,1562.5,1579.58,1562.5,2456
04/24/2013,1578.79,--,1578.78,1583,1575.8,2455
04/25/2013,1585.16,--,1578.93,1592.64,1578.93,2454
04/26/2013,1582.24,--,1585.16,1585.78,1577.56,2453
04/29/2013,1593.61,--,1582.34,1596.65,1582.34,2452
04/30/2013,1597.57,--,1593.58,1597.57,1586.5,2451
05/01/2013,1582.7,--,1597.55,1597.55,1581.28,2450
05/02/2013,1597.59,--,1582.77,1598.6,1582.77,2449
05/03/2013,1614.42,--,1597.6,1618.46,1597.6,2448
05/06/2013,1617.5,--,1614.4,1619.77,1614.21,2447
05/07/2013,1625.96,--,1617.55,1626.03,1616.64,2446
05/08/2013,1632.69,--,1625.95,1632.78,1622.7,2445
05/09/2013,1626.67,--,1632.69,1635.01,1623.09,2444
05/10/2013,1633.7,--,1626.69,1633.7,1623.71,2443
05/13/2013,1633.77,--,1632.1,1636,1626.74,2442
05/14/2013,1650.34,--,1633.75,1651.1,1633.75,2441
05/15/2013,1658.78,--,1649.13,1661.49,1646.68,2440
05/16/2013,1650.47,--,1658.07,1660.51,1648.6,2439
05/17/2013,1667.47,--,1652.45,1667.47,1652.45,2438
05/20/2013,1666.29,--,1665.71,1672.84,1663.52,2437
05/21/2013,1669.16,--,1666.2,1674.93,1662.67,2436
05/22/2013,1655.35,--,1669.39,1687.18,1648.86,2435
05/23/2013,1650.51,--,1651.62,1655.5,1635.53,2434
05/24/2013,1649.6,--,1646.67,1649.78,1636.88,2433
05/27/2013,1649.6,--,0,0,0,2432
05/28/2013,1660.06,--,1652.63,1674.21,1652.63,2431
05/29/2013,1648.36,--,1656.57,1656.57,1640.05,2430
05/30/2013,1654.41,--,1649.14,1661.91,1648.61,2429
05/31/2013,1630.74,--,1652.13,1658.99,1630.74,2428
06/03/2013,1640.42,--,1631.71,1640.42,1622.72,2427
06/04/2013,1631.38,--,1640.73,1646.53,1623.62,2426
06/05/2013,1608.9,--,1629.05,1629.31,1607.09,2425
06/06/2013,1622.56,--,1609.29,1622.56,1598.23,2424
06/07/2013,1643.38,--,1625.27,1644.4,1625.27,2423
06/10/2013,1642.81,--,1644.67,1648.69,1639.26,2422
06/11/2013,1626.13,--,1638.64,1640.13,1622.92,2421
06/12/2013,1612.52,--,1629.94,1637.71,1610.92,2420
06/13/2013,1636.36,--,1612.15,1639.25,1608.07,2419
06/14/2013,1626.73,--,1635.52,1640.8,1623.96,2418
06/17/2013,1639.04,--,1630.64,1646.5,1630.34,2417
06/18/2013,1651.81,--,1639.77,1654.19,1639.77,2416
06/19/2013,1628.93,--,1651.83,1652.45,1628.91,2415
06/20/2013,1588.19,--,1624.62,1624.62,1584.32,2414
06/21/2013,1592.43,--,1588.62,1599.19,1577.7,2413
06/24/2013,1573.09,--,1588.77,1588.77,1560.33,2412
06/25/2013,1588.03,--,1577.52,1593.79,1577.09,2411
06/26/2013,1603.26,--,1592.27,1606.83,1592.27,2410
06/27/2013,1613.2,--,1606.44,1620.07,1606.44,2409
06/28/2013,1606.28,--,1611.12,1615.94,1601.06,2408
07/01/2013,1614.96,--,1609.78,1626.61,1609.78,2407
07/02/2013,1614.08,--,1614.29,1624.26,1606.77,2406
07/03/2013,1615.41,--,1611.48,1618.97,1604.57,2405
07/04/2013,1615.41,--,0,0,0,2404
07/05/2013,1631.89,--,1618.65,1632.07,1614.71,2403
07/08/2013,1640.46,--,1634.2,1644.68,1634.2,2402
07/09/2013,1652.32,--,1642.89,1654.18,1642.89,2401
07/10/2013,1652.62,--,1651.56,1657.92,1647.66,2400
07/11/2013,1675.02,--,1657.41,1676.63,1657.41,2399
07/12/2013,1680.19,--,1675.26,1680.19,1672.33,2398
07/15/2013,1682.5,--,1679.59,1684.51,1677.89,2397
07/16/2013,1676.26,--,1682.7,1683.73,1671.84,2396
07/17/2013,1680.91,--,1677.91,1684.75,1677.91,2395
07/18/2013,1689.37,--,1681.05,1693.12,1681.05,2394
07/19/2013,1692.09,--,1686.15,1692.09,1684.08,2393
07/22/2013,1695.53,--,1694.41,1697.61,1690.67,2392
07/23/2013,1692.39,--,1696.63,1698.78,1691.13,2391
07/24/2013,1685.94,--,1696.06,1698.38,1682.57,2390
07/25/2013,1690.25,--,1685.21,1690.94,1680.07,2389
07/26/2013,1691.65,--,1687.31,1691.85,1676.03,2388
07/29/2013,1685.33,--,1690.32,1690.92,1681.86,2387
07/30/2013,1685.96,--,1687.92,1693.19,1682.42,2386
07/31/2013,1685.73,--,1687.76,1698.43,1684.94,2385
08/01/2013,1706.87,--,1689.42,1707.85,1689.42,2384
08/02/2013,1709.67,--,1706.1,1709.67,1700.68,2383
08/05/2013,1707.14,--,1708.01,1709.24,1703.55,2382
08/06/2013,1697.37,--,1705.79,1705.79,1693.29,2381
08/07/2013,1690.91,--,1695.3,1695.3,1684.91,2380
08/08/2013,1697.48,--,1693.35,1700.18,1688.38,2379
08/09/2013,1691.42,--,1696.1,1699.42,1686.02,2378
08/12/2013,1689.47,--,1688.37,1691.49,1683.35,2377
