Local time,Open_eurusd,High_eurusd,Low_eurusd,Close_eurusd,Volume_eurusd,Inflation_Rate_EU,Inflation_Rate_USA,Interest_Rate_EU,Interest_Rate_GER,Funds_Rate_FED,Close_S&P500,Close_DAX
24.06.2012 00:00:00.000 GMT+0300,1.25669,1.25669,1.25669,1.25669,0,2.4,2.2,3.79,1.3,0.17,1335.02,6263.25
25.06.2012 00:00:00.000 GMT+0300,1.25432,1.25577,1.24709,1.2503,2.06E+11,2.4,2.2,3.79,1.3,0.17,1313.72,6132.390137
26.06.2012 00:00:00.000 GMT+0300,1.2503,1.253,1.24416,1.2492,2.39E+11,2.4,2.2,3.79,1.3,0.16,1319.99,6136.689941
27.06.2012 00:00:00.000 GMT+0300,1.24923,1.25079,1.2445,1.24688,2.04E+11,2.4,2.2,3.79,1.3,0.15,1331.85,6228.990234
28.06.2012 00:00:00.000 GMT+0300,1.24676,1.25239,1.24071,1.2443,2.51E+11,2.4,2.2,3.79,1.3,0.15,1329.04,6149.910156
29.06.2012 00:00:00.000 GMT+0300,1.2443,1.26924,1.24323,1.26627,2.92E+11,2.4,2.2,3.79,1.3,0.09,1362.16,6416.279785
30.06.2012 00:00:00.000 GMT+0300,1.26627,1.26627,1.26627,1.26627,0,2.4,2.2,3.79,1.3,0.09,1362.16,6416.279785
01.07.2012 00:00:00.000 GMT+0300,1.26627,1.26627,1.26627,1.26627,0,2.4,2.1,3.63,1.24,0.09,1362.16,6416.279785
02.07.2012 00:00:00.000 GMT+0300,1.2675,1.26777,1.25679,1.25748,2.23E+11,2.4,2.1,3.63,1.24,0.18,1365.51,6496.080078
03.07.2012 00:00:00.000 GMT+0300,1.2575,1.26269,1.25586,1.26067,1.95E+11,2.4,2.1,3.63,1.24,0.17,1374.02,6578.209961
04.07.2012 00:00:00.000 GMT+0300,1.26067,1.26073,1.25082,1.25261,1.51E+11,2.4,2.1,3.63,1.24,0.17,1374.02,6564.799805
05.07.2012 00:00:00.000 GMT+0300,1.25264,1.25381,1.23638,1.23904,2.35E+11,2.4,2.1,3.63,1.24,0.17,1367.58,6535.560059
06.07.2012 00:00:00.000 GMT+0300,1.23905,1.24008,1.22596,1.2285,2.24E+11,2.4,2.1,3.63,1.24,0.17,1354.68,6410.109863
07.07.2012 00:00:00.000 GMT+0300,1.2285,1.2285,1.2285,1.2285,0,2.4,2.1,3.63,1.24,0.17,1354.68,6410.109863
08.07.2012 00:00:00.000 GMT+0300,1.2285,1.2285,1.2285,1.2285,0,2.4,2.1,3.63,1.24,0.17,1354.68,6410.109863
09.07.2012 00:00:00.000 GMT+0300,1.22584,1.23227,1.22558,1.23119,2.06E+11,2.4,2.1,3.63,1.24,0.17,1352.46,6387.569824
10.07.2012 00:00:00.000 GMT+0300,1.23114,1.23336,1.2235,1.22491,2.26E+11,2.4,2.1,3.63,1.24,0.17,1341.47,6438.330078
11.07.2012 00:00:00.000 GMT+0300,1.2249,1.22963,1.2212,1.22379,2.19E+11,2.4,2.1,3.63,1.24,0.17,1341.45,6453.850098
12.07.2012 00:00:00.000 GMT+0300,1.22379,1.22479,1.2167,1.22025,2.35E+11,2.4,2.1,3.63,1.24,0.18,1334.76,6419.350098
13.07.2012 00:00:00.000 GMT+0300,1.22024,1.22546,1.2162,1.22483,2.16E+11,2.4,2.1,3.63,1.24,0.19,1356.78,6557.100098
14.07.2012 00:00:00.000 GMT+0300,1.22483,1.22483,1.22483,1.22483,0,2.4,2.1,3.63,1.24,0.19,1356.78,6557.100098
15.07.2012 00:00:00.000 GMT+0300,1.22483,1.22483,1.22483,1.22483,0,2.4,2.1,3.63,1.24,0.19,1356.78,6557.100098
16.07.2012 00:00:00.000 GMT+0300,1.22646,1.22894,1.21755,1.22719,1.92E+11,2.4,2.1,3.63,1.24,0.18,1353.64,6565.720215
17.07.2012 00:00:00.000 GMT+0300,1.22713,1.23149,1.21885,1.22936,2.28E+11,2.4,2.1,3.63,1.24,0.17,1363.67,6577.640137
18.07.2012 00:00:00.000 GMT+0300,1.22936,1.23062,1.22165,1.22829,2.30E+11,2.4,2.1,3.63,1.24,0.16,1372.78,6684.419922
19.07.2012 00:00:00.000 GMT+0300,1.22829,1.23209,1.22288,1.228,2.33E+11,2.4,2.1,3.63,1.24,0.13,1376.51,6758.390137
20.07.2012 00:00:00.000 GMT+0300,1.22791,1.22825,1.21443,1.21563,2.18E+11,2.4,2.1,3.63,1.24,0.13,1362.66,6630.02002
21.07.2012 00:00:00.000 GMT+0300,1.21563,1.21563,1.21563,1.21563,0,2.4,2.1,3.63,1.24,0.13,1362.66,6630.02002
22.07.2012 00:00:00.000 GMT+0300,1.21563,1.21563,1.21563,1.21563,0,2.4,2.1,3.63,1.24,0.13,1362.66,6630.02002
23.07.2012 00:00:00.000 GMT+0300,1.21143,1.21442,1.20684,1.21158,2.53E+11,2.4,2.1,3.63,1.24,0.14,1350.52,6419.330078
24.07.2012 00:00:00.000 GMT+0300,1.21159,1.21372,1.20419,1.2059,2.46E+11,2.4,2.1,3.63,1.24,0.15,1338.31,6390.410156
25.07.2012 00:00:00.000 GMT+0300,1.20584,1.21674,1.20531,1.21574,2.53E+11,2.4,2.1,3.63,1.24,0.15,1337.89,6406.52002
26.07.2012 00:00:00.000 GMT+0300,1.21569,1.23284,1.21172,1.22817,2.50E+11,2.4,2.1,3.63,1.24,0.14,1360.02,6582.959961
27.07.2012 00:00:00.000 GMT+0300,1.22818,1.23899,1.22416,1.23182,2.69E+11,2.4,2.1,3.63,1.24,0.14,1385.97,6689.399902
28.07.2012 00:00:00.000 GMT+0300,1.23182,1.23182,1.23182,1.23182,0,2.4,2.1,3.63,1.24,0.14,1385.97,6689.399902
29.07.2012 00:00:00.000 GMT+0300,1.23182,1.23182,1.23182,1.23182,0,2.4,2.1,3.63,1.24,0.14,1385.97,6689.399902
30.07.2012 00:00:00.000 GMT+0300,1.22946,1.23102,1.22246,1.226,2.06E+11,2.4,2.1,3.63,1.24,0.14,1385.3,6774.060059
31.07.2012 00:00:00.000 GMT+0300,1.226,1.23291,1.2248,1.23024,1.99E+11,2.4,2.1,3.63,1.24,0.13,1379.32,6772.259766
01.08.2012 00:00:00.000 GMT+0300,1.23033,1.23362,1.2218,1.22242,1.60E+11,2.6,1.9,3.54,1.34,0.14,1375.14,6754.459961
02.08.2012 00:00:00.000 GMT+0300,1.22243,1.23888,1.21339,1.21794,2.27E+11,2.6,1.9,3.54,1.34,0.14,1365,6606.089844
03.08.2012 00:00:00.000 GMT+0300,1.21794,1.23919,1.21664,1.23852,2.25E+11,2.6,1.9,3.54,1.34,0.14,1390.99,6865.660156
04.08.2012 00:00:00.000 GMT+0300,1.23852,1.23852,1.23852,1.23852,0,2.6,1.9,3.54,1.34,0.14,1390.99,6865.660156
05.08.2012 00:00:00.000 GMT+0300,1.23852,1.23852,1.23852,1.23852,0,2.6,1.9,3.54,1.34,0.14,1390.99,6865.660156
06.08.2012 00:00:00.000 GMT+0300,1.23925,1.24429,1.23413,1.23993,1.96E+11,2.6,1.9,3.54,1.34,0.14,1394.23,6918.720215
07.08.2012 00:00:00.000 GMT+0300,1.23997,1.24417,1.23757,1.2398,1.88E+11,2.6,1.9,3.54,1.34,0.13,1401.35,6967.950195
08.08.2012 00:00:00.000 GMT+0300,1.2398,1.2402,1.23267,1.23646,1.87E+11,2.6,1.9,3.54,1.34,0.13,1402.22,6966.149902
09.08.2012 00:00:00.000 GMT+0300,1.23642,1.23866,1.22668,1.23053,1.90E+11,2.6,1.9,3.54,1.34,0.13,1402.8,6964.990234
10.08.2012 00:00:00.000 GMT+0300,1.23053,1.23162,1.22412,1.22894,1.76E+11,2.6,1.9,3.54,1.34,0.13,1405.87,6944.560059
11.08.2012 00:00:00.000 GMT+0300,1.22894,1.22894,1.22894,1.22894,0,2.6,1.9,3.54,1.34,0.13,1405.87,6944.560059
12.08.2012 00:00:00.000 GMT+0300,1.22894,1.22894,1.22894,1.22894,0,2.6,1.9,3.54,1.34,0.13,1405.87,6944.560059
13.08.2012 00:00:00.000 GMT+0300,1.22894,1.23732,1.226,1.23313,1.64E+11,2.6,1.9,3.54,1.34,0.13,1404.11,6909.680176
14.08.2012 00:00:00.000 GMT+0300,1.23312,1.23851,1.23165,1.2321,1.70E+11,2.6,1.9,3.54,1.34,0.13,1403.93,6974.390137
15.08.2012 00:00:00.000 GMT+0300,1.2321,1.23432,1.22635,1.22895,1.40E+11,2.6,1.9,3.54,1.34,0.13,1405.53,6946.799805
16.08.2012 00:00:00.000 GMT+0300,1.22896,1.2372,1.2256,1.2355,1.64E+11,2.6,1.9,3.54,1.34,0.13,1415.51,6996.290039
17.08.2012 00:00:00.000 GMT+0300,1.23548,1.23818,1.22894,1.23308,1.54E+11,2.6,1.9,3.54,1.34,0.13,1418.16,7040.879883
18.08.2012 00:00:00.000 GMT+0300,1.23308,1.23308,1.23308,1.23308,0,2.6,1.9,3.54,1.34,0.13,1418.16,7040.879883
19.08.2012 00:00:00.000 GMT+0300,1.23308,1.23308,1.23308,1.23308,0,2.6,1.9,3.54,1.34,0.13,1418.16,7040.879883
20.08.2012 00:00:00.000 GMT+0300,1.2348,1.23685,1.22948,1.23453,1.53E+11,2.6,1.9,3.54,1.34,0.13,1418.13,7033.680176
21.08.2012 00:00:00.000 GMT+0300,1.2345,1.24872,1.23417,1.24718,1.89E+11,2.6,1.9,3.54,1.34,0.13,1413.17,7089.319824
22.08.2012 00:00:00.000 GMT+0300,1.2471,1.25379,1.2431,1.25285,1.82E+11,2.6,1.9,3.54,1.34,0.13,1413.49,7017.75
23.08.2012 00:00:00.000 GMT+0300,1.25286,1.25885,1.25233,1.25629,1.96E+11,2.6,1.9,3.54,1.34,0.13,1402.08,6949.569824
24.08.2012 00:00:00.000 GMT+0300,1.25624,1.25678,1.24843,1.25107,1.69E+11,2.6,1.9,3.54,1.34,0.13,1411.13,6971.069824
25.08.2012 00:00:00.000 GMT+0300,1.25107,1.25107,1.25107,1.25107,0,2.6,1.9,3.54,1.34,0.13,1411.13,6971.069824
26.08.2012 00:00:00.000 GMT+0300,1.25107,1.25107,1.25107,1.25107,0,2.6,1.9,3.54,1.34,0.13,1411.13,6971.069824
27.08.2012 00:00:00.000 GMT+0300,1.25096,1.25351,1.24898,1.24985,1.17E+11,2.6,1.9,3.54,1.34,0.13,1410.44,7047.450195
28.08.2012 00:00:00.000 GMT+0300,1.24985,1.25759,1.2465,1.25642,1.68E+11,2.6,1.9,3.54,1.34,0.13,1409.3,7002.680176
29.08.2012 00:00:00.000 GMT+0300,1.25642,1.25729,1.25183,1.25298,1.54E+11,2.6,1.9,3.54,1.34,0.13,1410.49,7010.569824
30.08.2012 00:00:00.000 GMT+0300,1.25296,1.25635,1.2488,1.2506,1.55E+11,2.6,1.9,3.54,1.34,0.14,1399.48,6895.490234
31.08.2012 00:00:00.000 GMT+0300,1.25058,1.26372,1.24933,1.25738,1.94E+11,2.6,1.9,3.54,1.34,0.13,1406.58,6970.790039
01.09.2012 00:00:00.000 GMT+0300,1.25738,1.25758,1.25738,1.25758,0,2.6,2,3.37,1.49,0.13,1406.58,6970.790039
02.09.2012 00:00:00.000 GMT+0300,1.25758,1.25758,1.25758,1.25758,0,2.6,2,3.37,1.49,0.13,1406.58,6970.790039
03.09.2012 00:00:00.000 GMT+0300,1.25666,1.26091,1.25599,1.25919,1.18E+11,2.6,2,3.37,1.49,0.13,1406.58,7014.830078
04.09.2012 00:00:00.000 GMT+0300,1.25919,1.26275,1.25553,1.25651,1.65E+11,2.6,2,3.37,1.49,0.14,1404.94,6932.580078
05.09.2012 00:00:00.000 GMT+0300,1.25651,1.2624,1.25015,1.25996,1.93E+11,2.6,2,3.37,1.49,0.16,1403.44,6964.689941
06.09.2012 00:00:00.000 GMT+0300,1.25994,1.26469,1.25611,1.26301,1.99E+11,2.6,2,3.37,1.49,0.16,1432.12,7167.330078
07.09.2012 00:00:00.000 GMT+0300,1.26302,1.28171,1.26263,1.28152,1.87E+11,2.6,2,3.37,1.49,0.15,1437.92,7214.5
08.09.2012 00:00:00.000 GMT+0300,1.28152,1.28152,1.28152,1.28152,0,2.6,2,3.37,1.49,0.15,1437.92,7214.5
09.09.2012 00:00:00.000 GMT+0300,1.28152,1.28152,1.28152,1.28152,0,2.6,2,3.37,1.49,0.15,1437.92,7214.5
10.09.2012 00:00:00.000 GMT+0300,1.28067,1.28107,1.27553,1.27575,1.58E+11,2.6,2,3.37,1.49,0.15,1429.08,7213.700195
11.09.2012 00:00:00.000 GMT+0300,1.27576,1.28707,1.27546,1.28543,1.82E+11,2.6,2,3.37,1.49,0.15,1433.56,7310.109863
12.09.2012 00:00:00.000 GMT+0300,1.28544,1.29361,1.28399,1.28989,1.98E+11,2.6,2,3.37,1.49,0.15,1436.56,7343.529785
13.09.2012 00:00:00.000 GMT+0300,1.2899,1.30014,1.28742,1.29884,1.87E+11,2.6,2,3.37,1.49,0.15,1459.99,7310.319824
14.09.2012 00:00:00.000 GMT+0300,1.29882,1.3167,1.29797,1.31299,2.11E+11,2.6,2,3.37,1.49,0.16,1465.77,7412.129883
15.09.2012 00:00:00.000 GMT+0300,1.31299,1.31299,1.31299,1.31299,0,2.6,2,3.37,1.49,0.16,1465.77,7412.129883
16.09.2012 00:00:00.000 GMT+0300,1.31299,1.31299,1.31299,1.31299,0,2.6,2,3.37,1.49,0.16,1465.77,7412.129883
17.09.2012 00:00:00.000 GMT+0300,1.31175,1.31694,1.30834,1.31167,1.74E+11,2.6,2,3.37,1.49,0.16,1461.19,7403.689941
18.09.2012 00:00:00.000 GMT+0300,1.31164,1.31194,1.3029,1.30474,1.81E+11,2.6,2,3.37,1.49,0.16,1459.32,7347.689941
19.09.2012 00:00:00.000 GMT+0300,1.30467,1.30846,1.2993,1.30482,1.80E+11,2.6,2,3.37,1.49,0.15,1461.05,7390.759766
20.09.2012 00:00:00.000 GMT+0300,1.3048,1.30587,1.2921,1.29683,1.93E+11,2.6,2,3.37,1.49,0.16,1460.26,7389.490234
21.09.2012 00:00:00.000 GMT+0300,1.29685,1.30476,1.2955,1.29792,1.91E+11,2.6,2,3.37,1.49,0.15,1460.15,7451.620117
22.09.2012 00:00:00.000 GMT+0300,1.29792,1.29792,1.29792,1.29792,0,2.6,2,3.37,1.49,0.15,1460.15,7451.620117
23.09.2012 00:00:00.000 GMT+0300,1.29792,1.29792,1.29792,1.29792,0,2.6,2,3.37,1.49,0.15,1460.15,7451.620117
24.09.2012 00:00:00.000 GMT+0300,1.29749,1.29878,1.28904,1.29301,1.43E+11,2.6,2,3.37,1.49,0.16,1456.89,7413.160156
25.09.2012 00:00:00.000 GMT+0300,1.293,1.29706,1.28871,1.28995,1.63E+11,2.6,2,3.37,1.49,0.15,1441.59,7425.109863
26.09.2012 00:00:00.000 GMT+0300,1.28992,1.29126,1.2835,1.28728,1.52E+11,2.6,2,3.37,1.49,0.15,1433.32,7276.509766
27.09.2012 00:00:00.000 GMT+0300,1.28728,1.29282,1.28307,1.29132,1.62E+11,2.6,2,3.37,1.49,0.14,1447.15,7290.02002
28.09.2012 00:00:00.000 GMT+0300,1.2913,1.29596,1.28387,1.28591,1.94E+11,2.6,2,3.37,1.49,0.09,1440.67,7216.149902
29.09.2012 00:00:00.000 GMT+0300,1.28591,1.28591,1.28591,1.28591,0,2.6,2,3.37,1.49,0.09,1440.67,7216.149902
30.09.2012 00:00:00.000 GMT+0300,1.28591,1.28591,1.28591,1.28591,0,2.6,2,3.37,1.49,0.09,1440.67,7216.149902
01.10.2012 00:00:00.000 GMT+0300,1.28444,1.29381,1.28038,1.28877,1.86E+11,2.5,2,3.2,1.47,0.15,1444.49,7326.72998
02.10.2012 00:00:00.000 GMT+0300,1.28877,1.29676,1.28799,1.29191,1.66E+11,2.5,2,3.2,1.47,0.16,1445.75,7305.859863
03.10.2012 00:00:00.000 GMT+0300,1.29189,1.29367,1.28772,1.29049,1.70E+11,2.5,2,3.2,1.47,0.16,1450.99,7305.859863
04.10.2012 00:00:00.000 GMT+0300,1.2905,1.30312,1.29008,1.30174,1.87E+11,2.5,2,3.2,1.47,0.15,1461.4,7305.209961
05.10.2012 00:00:00.000 GMT+0300,1.30174,1.30714,1.29938,1.30344,1.70E+11,2.5,2,3.2,1.47,0.15,1460.93,7397.870117
06.10.2012 00:00:00.000 GMT+0300,1.30344,1.30344,1.30344,1.30344,0,2.5,2,3.2,1.47,0.15,1460.93,7397.870117
07.10.2012 00:00:00.000 GMT+0300,1.30344,1.30344,1.30344,1.30344,0,2.5,2,3.2,1.47,0.15,1460.93,7397.870117
08.10.2012 00:00:00.000 GMT+0300,1.30227,1.30256,1.29371,1.29675,1.35E+11,2.5,2,3.2,1.47,0.15,1455.88,7291.209961
09.10.2012 00:00:00.000 GMT+0300,1.29675,1.29906,1.28592,1.2885,1.83E+11,2.5,2,3.2,1.47,0.16,1441.48,7234.529785
10.10.2012 00:00:00.000 GMT+0300,1.2885,1.29127,1.28352,1.28748,1.74E+11,2.5,2,3.2,1.47,0.16,1432.56,7205.22998
11.10.2012 00:00:00.000 GMT+0300,1.28748,1.29511,1.28258,1.29269,1.70E+11,2.5,2,3.2,1.47,0.16,1432.84,7281.700195
12.10.2012 00:00:00.000 GMT+0300,1.29267,1.29906,1.29219,1.29522,1.57E+11,2.5,2,3.2,1.47,0.16,1428.59,7232.490234
13.10.2012 00:00:00.000 GMT+0300,1.29522,1.29522,1.29522,1.29522,0,2.5,2,3.2,1.47,0.16,1428.59,7232.490234
14.10.2012 00:00:00.000 GMT+0300,1.29522,1.29522,1.29522,1.29522,0,2.5,2,3.2,1.47,0.16,1428.59,7232.490234
15.10.2012 00:00:00.000 GMT+0300,1.29527,1.29786,1.28905,1.29484,1.58E+11,2.5,2,3.2,1.47,0.16,1440.13,7261.25
16.10.2012 00:00:00.000 GMT+0300,1.29482,1.30606,1.2942,1.30531,1.75E+11,2.5,2,3.2,1.47,0.16,1454.92,7376.27002
17.10.2012 00:00:00.000 GMT+0300,1.30532,1.31386,1.30525,1.31185,1.84E+11,2.5,2,3.2,1.47,0.15,1460.91,7394.549805
18.10.2012 00:00:00.000 GMT+0300,1.31192,1.31285,1.3055,1.30663,1.69E+11,2.5,2,3.2,1.47,0.15,1457.34,7437.22998
19.10.2012 00:00:00.000 GMT+0300,1.30662,1.30767,1.30129,1.30188,1.46E+11,2.5,2,3.2,1.47,0.16,1433.19,7380.640137
20.10.2012 00:00:00.000 GMT+0300,1.30188,1.30188,1.30188,1.30188,0,2.5,2,3.2,1.47,0.16,1433.19,7380.640137
21.10.2012 00:00:00.000 GMT+0300,1.30188,1.30188,1.30188,1.30188,0,2.5,2,3.2,1.47,0.16,1433.19,7380.640137
22.10.2012 00:00:00.000 GMT+0300,1.30189,1.3083,1.30152,1.30594,1.41E+11,2.5,2,3.2,1.47,0.15,1433.82,7328.049805
23.10.2012 00:00:00.000 GMT+0300,1.30592,1.30752,1.29518,1.29863,1.68E+11,2.5,2,3.2,1.47,0.15,1413.11,7173.689941
24.10.2012 00:00:00.000 GMT+0300,1.29863,1.29966,1.292,1.29726,1.68E+11,2.5,2,3.2,1.47,0.17,1408.75,7192.850098
25.10.2012 00:00:00.000 GMT+0300,1.29727,1.3023,1.29269,1.29333,1.74E+11,2.5,2,3.2,1.47,0.16,1412.97,7200.22998
26.10.2012 00:00:00.000 GMT+0300,1.29333,1.29559,1.28832,1.29403,1.76E+11,2.5,2,3.2,1.47,0.16,1411.94,7231.850098
27.10.2012 00:00:00.000 GMT+0300,1.29403,1.29403,1.29403,1.29403,0,2.5,2,3.2,1.47,0.16,1411.94,7231.850098
28.10.2012 00:00:00.000 GMT+0300,1.29403,1.29403,1.29403,1.29403,0,2.5,2,3.2,1.47,0.16,1411.94,7231.850098
28.10.2012 23:00:00.000 GMT+0200,1.29396,1.29453,1.2885,1.29032,1.18E+11,2.5,2,3.2,1.47,0.17,1411.94,7203.160156
29.10.2012 23:00:00.000 GMT+0200,1.29034,1.29832,1.28857,1.29594,1.19E+11,2.5,2,3.2,1.47,0.17,1411.94,7284.399902
30.10.2012 23:00:00.000 GMT+0200,1.29594,1.30202,1.29458,1.29597,1.64E+11,2.5,2,3.2,1.47,0.18,1412.16,7260.629883
31.10.2012 23:00:00.000 GMT+0200,1.29596,1.29823,1.29241,1.29422,1.49E+11,2.5,2,3.2,1.47,0.17,1427.59,7335.669922
01.11.2012 23:00:00.000 GMT+0200,1.29422,1.29506,1.28211,1.28349,1.79E+11,2.2,1.9,3.1,1.34,0.16,1414.2,7363.850098
02.11.2012 23:00:00.000 GMT+0200,1.28349,1.28349,1.28349,1.28349,0,2.2,1.9,3.1,1.34,0.16,1414.2,7363.850098
03.11.2012 23:00:00.000 GMT+0200,1.28349,1.28349,1.28349,1.28349,0,2.2,1.9,3.1,1.34,0.16,1414.2,7363.850098
05.11.2012 00:00:00.000 GMT+0200,1.28181,1.28425,1.27674,1.27957,1.53E+11,2.2,1.9,3.1,1.34,0.17,1417.26,7326.470215
06.11.2012 00:00:00.000 GMT+0200,1.27958,1.28262,1.2763,1.28137,1.62E+11,2.2,1.9,3.1,1.34,0.16,1428.39,7377.759766
07.11.2012 00:00:00.000 GMT+0200,1.28137,1.28761,1.27362,1.27708,2.25E+11,2.2,1.9,3.1,1.34,0.16,1394.53,7232.830078
08.11.2012 00:00:00.000 GMT+0200,1.27708,1.27801,1.2717,1.27468,1.90E+11,2.2,1.9,3.1,1.34,0.16,1377.51,7204.959961
09.11.2012 00:00:00.000 GMT+0200,1.27463,1.27897,1.26895,1.27109,2.06E+11,2.2,1.9,3.1,1.34,0.16,1379.85,7163.5
10.11.2012 00:00:00.000 GMT+0200,1.27109,1.27109,1.27109,1.27109,0,2.2,1.9,3.1,1.34,0.16,1379.85,7163.5
11.11.2012 00:00:00.000 GMT+0200,1.27109,1.27109,1.27109,1.27109,0,2.2,1.9,3.1,1.34,0.16,1379.85,7163.5
12.11.2012 00:00:00.000 GMT+0200,1.27094,1.27388,1.26975,1.27091,1.28E+11,2.2,1.9,3.1,1.34,0.16,1380.03,7168.759766
13.11.2012 00:00:00.000 GMT+0200,1.27093,1.27264,1.26612,1.27039,1.82E+11,2.2,1.9,3.1,1.34,0.16,1374.53,7169.120117
14.11.2012 00:00:00.000 GMT+0200,1.27038,1.27741,1.27,1.27348,1.79E+11,2.2,1.9,3.1,1.34,0.16,1355.49,7101.919922
15.11.2012 00:00:00.000 GMT+0200,1.2735,1.28015,1.2717,1.27805,1.71E+11,2.2,1.9,3.1,1.34,0.16,1353.33,7043.419922
16.11.2012 00:00:00.000 GMT+0200,1.27804,1.27841,1.269,1.27428,1.75E+11,2.2,1.9,3.1,1.34,0.16,1359.88,6950.529785
17.11.2012 00:00:00.000 GMT+0200,1.27428,1.27428,1.27428,1.27428,0,2.2,1.9,3.1,1.34,0.16,1359.88,6950.529785
18.11.2012 00:00:00.000 GMT+0200,1.27428,1.27428,1.27428,1.27428,0,2.2,1.9,3.1,1.34,0.16,1359.88,6950.529785
19.11.2012 00:00:00.000 GMT+0200,1.27464,1.28196,1.27401,1.28129,1.59E+11,2.2,1.9,3.1,1.34,0.16,1386.89,7123.839844
20.11.2012 00:00:00.000 GMT+0200,1.2813,1.28283,1.27643,1.28166,1.59E+11,2.2,1.9,3.1,1.34,0.16,1387.81,7172.990234
21.11.2012 00:00:00.000 GMT+0200,1.28168,1.28312,1.2736,1.28289,1.42E+11,2.2,1.9,3.1,1.34,0.16,1391.03,7184.709961
22.11.2012 00:00:00.000 GMT+0200,1.28286,1.28984,1.28259,1.28848,1.13E+11,2.2,1.9,3.1,1.34,0.16,1391.03,7244.990234
23.11.2012 00:00:00.000 GMT+0200,1.28842,1.29904,1.28681,1.29736,1.23E+11,2.2,1.9,3.1,1.34,0.16,1409.15,7309.129883
24.11.2012 00:00:00.000 GMT+0200,1.29736,1.29736,1.29736,1.29736,0,2.2,1.9,3.1,1.34,0.16,1409.15,7309.129883
25.11.2012 00:00:00.000 GMT+0200,1.29736,1.29736,1.29736,1.29736,0,2.2,1.9,3.1,1.34,0.16,1409.15,7309.129883
26.11.2012 00:00:00.000 GMT+0200,1.2966,1.29843,1.2944,1.29716,1.22E+11,2.2,1.9,3.1,1.34,0.16,1406.29,7292.029785
27.11.2012 00:00:00.000 GMT+0200,1.29716,1.30083,1.2915,1.29422,1.54E+11,2.2,1.9,3.1,1.34,0.16,1398.94,7332.330078
28.11.2012 00:00:00.000 GMT+0200,1.29423,1.29543,1.288,1.29521,1.53E+11,2.2,1.9,3.1,1.34,0.16,1409.93,7343.410156
29.11.2012 00:00:00.000 GMT+0200,1.2952,1.30122,1.29388,1.29787,1.41E+11,2.2,1.9,3.1,1.34,0.16,1415.95,7400.959961
30.11.2012 00:00:00.000 GMT+0200,1.29787,1.30274,1.2968,1.2986,1.55E+11,2.2,1.9,3.1,1.34,0.16,1416.18,7405.5
01.12.2012 00:00:00.000 GMT+0200,1.2986,1.2986,1.29854,1.29854,0,2.2,1.9,2.87,1.3,0.16,1416.18,7405.5
02.12.2012 00:00:00.000 GMT+0200,1.29854,1.29854,1.29854,1.29854,0,2.2,1.9,2.87,1.3,0.16,1416.18,7405.5
03.12.2012 00:00:00.000 GMT+0200,1.29819,1.30756,1.29819,1.30528,1.44E+11,2.2,1.9,2.87,1.3,0.16,1409.46,7435.209961
04.12.2012 00:00:00.000 GMT+0200,1.30528,1.31079,1.30456,1.30939,1.40E+11,2.2,1.9,2.87,1.3,0.17,1407.05,7435.120117
05.12.2012 00:00:00.000 GMT+0200,1.30939,1.31261,1.30597,1.30673,1.54E+11,2.2,1.9,2.87,1.3,0.16,1409.28,7454.549805
06.12.2012 00:00:00.000 GMT+0200,1.30676,1.30863,1.295,1.2967,1.55E+11,2.2,1.9,2.87,1.3,0.16,1413.94,7534.540039
07.12.2012 00:00:00.000 GMT+0200,1.29668,1.29722,1.28789,1.29253,1.45E+11,2.2,1.9,2.87,1.3,0.16,1418.07,7517.799805
08.12.2012 00:00:00.000 GMT+0200,1.29253,1.29253,1.29253,1.29253,0,2.2,1.9,2.87,1.3,0.16,1418.07,7517.799805
09.12.2012 00:00:00.000 GMT+0200,1.29253,1.29253,1.29253,1.29253,0,2.2,1.9,2.87,1.3,0.16,1418.07,7517.799805
10.12.2012 00:00:00.000 GMT+0200,1.28887,1.29463,1.28856,1.29403,1.21E+11,2.2,1.9,2.87,1.3,0.16,1418.55,7530.919922
11.12.2012 00:00:00.000 GMT+0200,1.29404,1.30144,1.29286,1.3005,1.30E+11,2.2,1.9,2.87,1.3,0.17,1427.84,7589.75
12.12.2012 00:00:00.000 GMT+0200,1.30047,1.30965,1.29959,1.30737,1.41E+11,2.2,1.9,2.87,1.3,0.17,1428.48,7614.790039
13.12.2012 00:00:00.000 GMT+0200,1.30735,1.31,1.30411,1.30771,1.46E+11,2.2,1.9,2.87,1.3,0.16,1419.45,7581.97998
14.12.2012 00:00:00.000 GMT+0200,1.30768,1.31726,1.30663,1.31626,1.51E+11,2.2,1.9,2.87,1.3,0.17,1413.58,7596.470215
15.12.2012 00:00:00.000 GMT+0200,1.31626,1.31626,1.31626,1.31626,0,2.2,1.9,2.87,1.3,0.17,1413.58,7596.470215
16.12.2012 00:00:00.000 GMT+0200,1.31626,1.31626,1.31626,1.31626,0,2.2,1.9,2.87,1.3,0.17,1413.58,7596.470215
17.12.2012 00:00:00.000 GMT+0200,1.31647,1.31872,1.31439,1.31635,1.32E+11,2.2,1.9,2.87,1.3,0.16,1430.36,7604.939941
18.12.2012 00:00:00.000 GMT+0200,1.31635,1.32376,1.31559,1.32282,1.28E+11,2.2,1.9,2.87,1.3,0.17,1446.79,7653.580078
