date,value
04/04/2015,2114.49
05/04/2015,2114.49
06/04/2015,2095.84
07/04/2015,2093.32
08/04/2015,2093.32
09/04/2015,1921.22
10/04/2015,2102.31
11/04/2015,2102.31
12/04/2015,2091.69
13/04/2015,2092.43
14/04/2015,2095.84
15/04/2015,2106.63
16/04/2015,2104.99
17/04/2015,2081.18
18/04/2015,2100.4
19/04/2015,2100.4
20/04/2015,2100.4
21/04/2015,2097.29
22/04/2015,2107.96
23/04/2015,2112.93
24/04/2015,2117.69
25/04/2015,2108.92
26/04/2015,2108.92
27/04/2015,2108.92
28/04/2015,2114.76
29/04/2015,2106.85
30/04/2015,2085.51
01/05/2015,2020.58
02/05/2015,2062.52
03/05/2015,2101.04
04/05/2015,2089.46
05/05/2015,2089.46
06/05/2015,2092.83
07/05/2015,2099.84
08/05/2015,2099.84
09/05/2015,1987.05
10/05/2015,1987.05
11/05/2015,2099.93
12/05/2015,2098.48
13/05/2015,2098.48
14/05/2015,2121.1
15/05/2015,2122.73
16/05/2015,2129.2
17/05/2015,2129.2
18/05/2015,2129.2
19/05/2015,2127.83
20/05/2015,2125.85
21/05/2015,2130.82
22/05/2015,2126.06
23/05/2015,2126.06
24/05/2015,2126.06
25/05/2015,2126.06
26/05/2015,2104.2
27/05/2015,2123.48
28/05/2015,2120.79
29/05/2015,2107.39
30/05/2015,2002.61
31/05/2015,2002.61
01/06/2015,2002.61
02/06/2015,2055.47
03/06/2015,2071.26
04/06/2015,2080.62
05/06/2015,2080.15
06/06/2015,2068.76
07/06/2015,2068.76
08/06/2015,2083.56
09/06/2015,1979.92
10/06/2015,1979.92
11/06/2015,2099.2
12/06/2015,2084.43
13/06/2015,2084.43
14/06/2015,2084.43
15/06/2015,2084.43
16/06/2015,2096.29
17/06/2015,2100.44
18/06/2015,2121.24
19/06/2015,2109.99
20/06/2015,2122.85
21/06/2015,2122.85
22/06/2015,2122.85
23/06/2015,2124.2
24/06/2015,2108.58
25/06/2015,2102.31
26/06/2015,2101.49
27/06/2015,2057.64
28/06/2015,2057.64
29/06/2015,2057.64
30/06/2015,2063.11
01/07/2015,2025.9
02/07/2015,2076.33
03/07/2015,2076.33
04/07/2015,2076.33
05/07/2015,2088
06/07/2015,2081.34
07/07/2015,2081.34
08/07/2015,2077.57
09/07/2015,1921.22
10/07/2015,1995.83
11/07/2015,2077.07
12/07/2015,2077.07
13/07/2015,2099.6
14/07/2015,2108.95
15/07/2015,2107.4
16/07/2015,2124.29
17/07/2015,2126.64
18/07/2015,2128.28
19/07/2015,2128.28
20/07/2015,2128.28
21/07/2015,2119.21
22/07/2015,2114.15
23/07/2015,2102.15
24/07/2015,2079.65
25/07/2015,2067.64
26/07/2015,2067.64
27/07/2015,2067.64
28/07/2015,2093.25
29/07/2015,2108.57
30/07/2015,2108.63
31/07/2015,2103.84
01/08/2015,2062.14
02/08/2015,2081.9
03/08/2015,2081.9
04/08/2015,2081.9
05/08/2015,2116.1
06/08/2015,2079.28
07/08/2015,2046.68
08/08/2015,1969.41
09/08/2015,1969.41
10/08/2015,2013.43
11/08/2015,2063.59
12/08/2015,2063.59
13/08/2015,2083.39
14/08/2015,2091.54
15/08/2015,2102.44
16/08/2015,2102.44
17/08/2015,2102.44
18/08/2015,2096.92
19/08/2015,2079.61
20/08/2015,2035.73
21/08/2015,1970.89
22/08/2015,1893.21
23/08/2015,1893.21
24/08/2015,1893.21
25/08/2015,1867.61
26/08/2015,1940.51
27/08/2015,1987.66
28/08/2015,1988.87
29/08/2015,1972.18
30/08/2015,1972.18
31/08/2015,1972.18
01/09/2015,2044.81
02/09/2015,2046.74
03/09/2015,2079.43
04/09/2015,2091.18
05/09/2015,2080.15
06/09/2015,2080.15
07/09/2015,2051.31
08/09/2015,1942.04
09/09/2015,1942.04
10/09/2015,2014.89
11/09/2015,2078.58
12/09/2015,2047.62
13/09/2015,1953.03
14/09/2015,1953.03
15/09/2015,1978.09
16/09/2015,1995.31
17/09/2015,1990.2
18/09/2015,1958.03
19/09/2015,1966.97
20/09/2015,1966.97
21/09/2015,1966.97
22/09/2015,1942.74
23/09/2015,1938.76
24/09/2015,1932.24
25/09/2015,1931.34
26/09/2015,1881.77
27/09/2015,1881.77
28/09/2015,1881.77
29/09/2015,1884.09
30/09/2015,1920.03
01/10/2015,2068.59
02/10/2015,2068.59
03/10/2015,2044.16
04/10/2015,2102.06
05/10/2015,2105.2
06/10/2015,2105.2
07/10/2015,2076.62
08/10/2015,2104.18
09/10/2015,1952.29
10/10/2015,2081.72
11/10/2015,2081.72
12/10/2015,2052.23
13/10/2015,2003.69
14/10/2015,1994.24
15/10/2015,2023.86
16/10/2015,2033.11
17/10/2015,2033.66
18/10/2015,2033.66
19/10/2015,2033.66
20/10/2015,2030.77
21/10/2015,2018.94
22/10/2015,2052.51
23/10/2015,2075.15
24/10/2015,2071.18
25/10/2015,2071.18
26/10/2015,2071.18
27/10/2015,2065.89
28/10/2015,2090.35
29/10/2015,2089.41
30/10/2015,2079.36
31/10/2015,2068.53
01/11/2015,2068.53
02/11/2015,2068.53
03/11/2015,2040.24
04/11/2015,2105.33
05/11/2015,2105.33
06/11/2015,2108.86
07/11/2015,2084.07
08/11/2015,2084.07
09/11/2015,1961.05
10/11/2015,2075
11/11/2015,2075
12/11/2015,2012.37
13/11/2015,2023.04
14/11/2015,2053.19
15/11/2015,2053.19
16/11/2015,2053.19
17/11/2015,2050.44
18/11/2015,2083.58
19/11/2015,2081.24
20/11/2015,2089.17
21/11/2015,2086.59
22/11/2015,2086.59
23/11/2015,2086.59
24/11/2015,2089.14
25/11/2015,2088.87
26/11/2015,2088.87
27/11/2015,2090.11
28/11/2015,2080.41
29/11/2015,2080.41
30/11/2015,2080.41
01/12/2015,2028.26
02/12/2015,2088.48
03/12/2015,2065.95
04/12/2015,2099.12
05/12/2015,2099.12
06/12/2015,2094.11
07/12/2015,2086.05
08/12/2015,2086.05
09/12/2015,2017.46
10/12/2015,2017.46
11/12/2015,2045.97
12/12/2015,2021.94
13/12/2015,2021.94
14/12/2015,2021.94
15/12/2015,2043.41
16/12/2015,2073.07
17/12/2015,2041.89
18/12/2015,2005.55
19/12/2015,2021.15
20/12/2015,2021.15
21/12/2015,2021.15
22/12/2015,2038.97
23/12/2015,2064.29
24/12/2015,2060.99
25/12/2015,2060.99
26/12/2015,2056.5
27/12/2015,2056.5
28/12/2015,2056.5
29/12/2015,2078.36
30/12/2015,2063.36
31/12/2015,2043.94
01/01/2016,2043.94
02/01/2016,1939.38
03/01/2016,1978.35
04/01/2016,2072.78
05/01/2016,2099.33
06/01/2016,2099.33
07/01/2016,2102.95
08/01/2016,2170.84
09/01/2016,2170.86
10/01/2016,2111.72
11/01/2016,2111.72
12/01/2016,2191.08
13/01/2016,1890.28
14/01/2016,1921.84
15/01/2016,1880.33
16/01/2016,1880.33
17/01/2016,1880.33
18/01/2016,1880.33
19/01/2016,1881.33
20/01/2016,1859.33
21/01/2016,1868.99
22/01/2016,1906.9
23/01/2016,1877.08
24/01/2016,1877.08
25/01/2016,1877.08
26/01/2016,1903.63
27/01/2016,1882.95
28/01/2016,1893.36
29/01/2016,1940.24
30/01/2016,1903.03
31/01/2016,1903.03
01/02/2016,1903.03
02/02/2016,1903.03
03/02/2016,1986.45
04/02/2016,2081.43
05/02/2016,2081.43
06/02/2016,2105.26
07/02/2016,2157.03
08/02/2016,2157.03
09/02/2016,2179.98
10/02/2016,2097.94
11/02/2016,2097.94
12/02/2016,2191.95
13/02/2016,1864.78
14/02/2016,1864.78
15/02/2016,1864.78
16/02/2016,1895.58
17/02/2016,1926.82
18/02/2016,1917.83
19/02/2016,1917.78
20/02/2016,1945.5
21/02/2016,1945.5
