,Close,Inflation_Rate_EU,Inflation_Rate_USA,Interest_Rate_EU,Interest_Rate_GER,Funds_Rate_FED,Close_S&P500,Close_DAX
1044,1.24206,0.3,1.7,1.61,0.72,0.09,2038.26,9351.870117
1045,1.24746,0.3,1.7,1.61,0.72,0.09,2039.68,9369.030273
1046,1.2438,0.3,1.7,1.61,0.72,0.09,2038.25,9210.959961
1047,1.24765,0.3,1.7,1.61,0.72,0.09,2039.33,9248.509766
1048,1.25249,0.3,1.7,1.61,0.72,0.09,2039.82,9252.94043
1049,1.25249,0.3,1.7,1.61,0.72,0.09,2039.82,9252.94043
1050,1.25249,0.3,1.7,1.61,0.72,0.09,2039.82,9252.94043
1051,1.24496,0.3,1.7,1.61,0.72,0.1,2041.32,9306.349609
1052,1.25362,0.3,1.7,1.61,0.72,0.11,2051.8,9456.530273
1053,1.25537,0.3,1.7,1.61,0.72,0.1,2048.72,9472.799805
1054,1.25389,0.3,1.7,1.61,0.72,0.1,2052.75,9483.969727
1055,1.23871,0.3,1.7,1.61,0.72,0.1,2063.5,9732.549805
1056,1.23871,0.3,1.7,1.61,0.72,0.1,2063.5,9732.549805
1057,1.23871,0.3,1.7,1.61,0.72,0.1,2063.5,9732.549805
1058,1.24421,0.3,1.7,1.61,0.72,0.1,2069.41,9785.540039
1059,1.2474,0.3,1.7,1.61,0.72,0.1,2067.03,9861.209961
1060,1.25055,0.3,1.7,1.61,0.72,0.1,2072.83,9915.55957
1061,1.24669,0.3,1.7,1.61,0.72,0.1,2072.83,9974.870117
1062,1.24497,0.3,1.7,1.61,0.72,0.08,2067.56,9980.849609
1063,1.24497,0.3,1.7,1.61,0.72,0.08,2067.56,9980.849609
1064,1.24497,0.3,1.7,1.61,0.72,0.08,2067.56,9980.849609
1065,1.24689,-0.2,1.6,1.43,0.59,0.13,2053.44,9963.509766
1066,1.23827,-0.2,1.6,1.43,0.59,0.12,2066.55,9934.080078
1067,1.2311,-0.2,1.6,1.43,0.59,0.12,2074.33,9971.790039
1068,1.23786,-0.2,1.6,1.43,0.59,0.12,2071.92,9851.349609
1069,1.22825,-0.2,1.6,1.43,0.59,0.12,2075.37,10087.12012
1070,1.22825,-0.2,1.6,1.43,0.59,0.12,2075.37,10087.12012
1071,1.22825,-0.2,1.6,1.43,0.59,0.12,2075.37,10087.12012
1072,1.23172,-0.2,1.6,1.43,0.59,0.12,2060.31,10014.99023
1073,1.23738,-0.2,1.6,1.43,0.59,0.12,2059.82,9793.709961
1074,1.24476,-0.2,1.6,1.43,0.59,0.12,2026.14,9799.730469
1075,1.24099,-0.2,1.6,1.43,0.59,0.12,2035.33,9862.530273
1076,1.24595,-0.2,1.6,1.43,0.59,0.12,2002.33,9594.730469
1077,1.24595,-0.2,1.6,1.43,0.59,0.12,2002.33,9594.730469
1078,1.24595,-0.2,1.6,1.43,0.59,0.12,2002.33,9594.730469
1079,1.24363,-0.2,1.6,1.43,0.59,0.11,1989.63,9334.009766
1080,1.25101,-0.2,1.6,1.43,0.59,0.12,1972.74,9563.889648
1081,1.23415,-0.2,1.6,1.43,0.59,0.13,2012.89,9544.429688
1082,1.22861,-0.2,1.6,1.43,0.59,0.13,2061.23,9811.05957
1083,1.22265,-0.2,1.6,1.43,0.59,0.13,2070.65,9786.959961
1084,1.22265,-0.2,1.6,1.43,0.59,0.13,2070.65,9786.959961
1085,1.22265,-0.2,1.6,1.43,0.59,0.13,2070.65,9786.959961
1086,1.22289,-0.2,1.6,1.43,0.59,0.13,2078.54,9865.759766
1087,1.21716,-0.2,1.6,1.43,0.59,0.13,2082.17,9922.110352
1088,1.21953,-0.2,1.6,1.43,0.59,0.13,2081.88,9922.110352
1089,1.22273,-0.2,1.6,1.43,0.59,0.13,2081.88,9922.110352
1090,1.21777,-0.2,1.6,1.43,0.59,0.13,2088.77,9922.110352
1091,1.21777,-0.2,1.6,1.43,0.59,0.13,2088.77,9922.110352
1092,1.21777,-0.2,1.6,1.43,0.59,0.13,2088.77,9922.110352
1093,1.21518,-0.2,1.6,1.43,0.59,0.13,2090.57,9927.129883
1094,1.21547,-0.2,1.6,1.43,0.59,0.13,2080.35,9805.549805
1095,1.20971,-0.2,1.6,1.43,0.59,0.06,2058.9,9805.549805
1096,1.20976,-0.6,1.6,1.2,0.39,0.06,2058.9,9805.549805
1097,1.20017,-0.6,1.6,1.2,0.39,0.12,2058.2,9764.730469
1098,1.20017,-0.6,1.6,1.2,0.39,0.12,2058.2,9764.730469
1099,1.20017,-0.6,1.6,1.2,0.39,0.12,2058.2,9764.730469
1100,1.19324,-0.6,1.6,1.2,0.39,0.12,2020.58,9473.160156
1101,1.1889,-0.6,1.6,1.2,0.39,0.12,2002.61,9469.660156
1102,1.1839,-0.6,1.6,1.2,0.39,0.12,2025.9,9518.179688
1103,1.17919,-0.6,1.6,1.2,0.39,0.12,2062.14,9837.610352
1104,1.18406,-0.6,1.6,1.2,0.39,0.12,2044.81,9648.5
1105,1.18406,-0.6,1.6,1.2,0.39,0.12,2044.81,9648.5
1106,1.18406,-0.6,1.6,1.2,0.39,0.12,2044.81,9648.5
1107,1.18335,-0.6,1.6,1.2,0.39,0.12,2028.26,9781.900391
1108,1.17727,-0.6,1.6,1.2,0.39,0.12,2023.03,9941
1109,1.1789,-0.6,1.6,1.2,0.39,0.12,2011.27,9817.080078
1110,1.16301,-0.6,1.6,1.2,0.39,0.12,1992.67,10032.61035
1111,1.15626,-0.6,1.6,1.2,0.39,0.13,2019.42,10167.76953
1112,1.15626,-0.6,1.6,1.2,0.39,0.13,2019.42,10167.76953
1113,1.15626,-0.6,1.6,1.2,0.39,0.13,2019.42,10167.76953
1114,1.16069,-0.6,1.6,1.2,0.39,0.13,2019.42,10242.34961
1115,1.15483,-0.6,1.6,1.2,0.39,0.12,2022.55,10257.12988
1116,1.16097,-0.6,1.6,1.2,0.39,0.12,2032.12,10299.23047
1117,1.13649,-0.6,1.6,1.2,0.39,0.12,2063.15,10435.62012
1118,1.1202,-0.6,1.6,1.2,0.39,0.12,2051.82,10649.58008
1119,1.1202,-0.6,1.6,1.2,0.39,0.12,2051.82,10649.58008
1120,1.1202,-0.6,1.6,1.2,0.39,0.12,2051.82,10649.58008
1121,1.12387,-0.6,1.6,1.2,0.39,0.12,2057.09,10798.33008
1122,1.13804,-0.6,1.6,1.2,0.39,0.11,2029.55,10628.58008
1123,1.12865,-0.6,1.6,1.2,0.39,0.12,2002.16,10710.96973
1124,1.13195,-0.6,1.6,1.2,0.39,0.11,2021.25,10737.87012
1125,1.1285,-0.6,1.6,1.2,0.39,0.06,1994.99,10694.32031
1126,1.1285,-0.6,1.6,1.2,0.39,0.06,1994.99,10694.32031
1127,1.1285,-0.3,1.7,1.17,0.3,0.06,1994.99,10694.32031
1128,1.13412,-0.3,1.7,1.17,0.3,0.12,2020.85,10828.00977
1129,1.14794,-0.3,1.7,1.17,0.3,0.12,2050.03,10890.9502
1130,1.13428,-0.3,1.7,1.17,0.3,0.11,2041.51,10911.32031
1131,1.14769,-0.3,1.7,1.17,0.3,0.12,2062.52,10905.41016
1132,1.13128,-0.3,1.7,1.17,0.3,0.11,2055.47,10846.38965
1133,1.13128,-0.3,1.7,1.17,0.3,0.11,2055.47,10846.38965
1134,1.13128,-0.3,1.7,1.17,0.3,0.11,2055.47,10846.38965
1135,1.13233,-0.3,1.7,1.17,0.3,0.12,2046.74,10663.50977
1136,1.13203,-0.3,1.7,1.17,0.3,0.12,2068.59,10753.83008
1137,1.1335,-0.3,1.7,1.17,0.3,0.12,2068.53,10752.11035
1138,1.14027,-0.3,1.7,1.17,0.3,0.12,2088.48,10919.65039
1139,1.13877,-0.3,1.7,1.17,0.3,0.12,2096.99,10963.40039
1140,1.13877,-0.3,1.7,1.17,0.3,0.12,2096.99,10963.40039
1141,1.13877,-0.3,1.7,1.17,0.3,0.12,2096.99,10963.40039
1142,1.13533,-0.3,1.7,1.17,0.3,0.12,2096.99,10923.23047
1143,1.14111,-0.3,1.7,1.17,0.3,0.12,2100.34,10895.62012
1144,1.13967,-0.3,1.7,1.17,0.3,0.12,2099.68,10961
1145,1.13681,-0.3,1.7,1.17,0.3,0.12,2097.45,11001.94043
1146,1.13773,-0.3,1.7,1.17,0.3,0.12,2110.3,11050.63965
1147,1.13773,-0.3,1.7,1.17,0.3,0.12,2110.3,11050.63965
1148,1.13773,-0.3,1.7,1.17,0.3,0.12,2110.3,11050.63965
1149,1.1334,-0.3,1.7,1.17,0.3,0.11,2109.66,11130.91992
1150,1.13393,-0.3,1.7,1.17,0.3,0.11,2115.48,11205.74023
1151,1.13604,-0.3,1.7,1.17,0.3,0.11,2113.86,11210.26953
1152,1.11974,-0.3,1.7,1.17,0.3,0.11,2110.74,11327.19043
1153,1.1197,-0.3,1.7,1.17,0.3,0.06,2104.5,11401.66016
1154,1.1197,-0.3,1.7,1.17,0.3,0.06,2104.5,11401.66016
1155,1.11933,-0.1,1.8,1.1,0.23,0.06,2104.5,11401.66016
1156,1.11828,-0.1,1.8,1.1,0.23,0.12,2117.39,11410.36035
1157,1.11755,-0.1,1.8,1.1,0.23,0.12,2107.78,11280.36035
1158,1.10774,-0.1,1.8,1.1,0.23,0.11,2098.53,11390.37988
1159,1.10293,-0.1,1.8,1.1,0.23,0.11,2101.04,11504.00977
1160,1.0844,-0.1,1.8,1.1,0.23,0.12,2071.26,11550.96973
1161,1.0844,-0.1,1.8,1.1,0.23,0.12,2071.26,11550.96973
1162,1.0844,-0.1,1.8,1.1,0.23,0.12,2071.26,11550.96973
1163,1.08512,-0.1,1.8,1.1,0.23,0.12,2079.43,11582.11035
1164,1.06974,-0.1,1.8,1.1,0.23,0.12,2044.16,11500.37988
1165,1.05466,-0.1,1.8,1.1,0.23,0.11,2040.24,11805.99023
1166,1.06338,-0.1,1.8,1.1,0.23,0.11,2065.95,11799.38965
1167,1.04943,-0.1,1.8,1.1,0.23,0.11,2053.4,11901.61035
1168,1.04943,-0.1,1.8,1.1,0.23,0.11,2053.4,11901.61035
1169,1.04943,-0.1,1.8,1.1,0.23,0.11,2053.4,11901.61035
1170,1.05667,-0.1,1.8,1.1,0.23,0.12,2081.19,12167.71973
1171,1.05972,-0.1,1.8,1.1,0.23,0.12,2074.28,11980.84961
1172,1.08617,-0.1,1.8,1.1,0.23,0.11,2099.5,11922.76953
1173,1.06585,-0.1,1.8,1.1,0.23,0.12,2089.27,11899.40039
1174,1.0816,-0.1,1.8,1.1,0.23,0.12,2108.1,12039.37012
1175,1.0816,-0.1,1.8,1.1,0.23,0.12,2108.1,12039.37012
1176,1.0816,-0.1,1.8,1.1,0.23,0.12,2108.1,12039.37012
1177,1.09456,-0.1,1.8,1.1,0.23,0.12,2104.42,11895.83984
1178,1.09235,-0.1,1.8,1.1,0.23,0.11,2091.5,12005.69043
1179,1.09698,-0.1,1.8,1.1,0.23,0.12,2061.05,11865.32031
1180,1.08837,-0.1,1.8,1.1,0.23,0.11,2056.15,11843.67969
1181,1.08874,-0.1,1.8,1.1,0.23,0.12,2061.02,11868.33008
1182,1.08874,-0.1,1.8,1.1,0.23,0.12,2061.02,11868.33008
1183,1.08874,-0.1,1.8,1.1,0.23,0.12,2061.02,11868.33008
1184,1.08327,-0.1,1.8,1.1,0.23,0.12,2086.24,12086.00977
1185,1.07308,-0.1,1.8,1.1,0.23,0.06,2067.89,11966.16992
1186,1.07624,0.2,1.8,1.09,0.12,0.12,2059.69,12001.37988
1187,1.08795,0.2,1.8,1.09,0.12,0.12,2066.96,11967.38965
1188,1.09713,0.2,1.8,1.09,0.12,0.12,2066.96,11967.38965
1189,1.09713,0.2,1.8,1.09,0.12,0.12,2066.96,11967.38965
1190,1.09713,0.2,1.8,1.09,0.12,0.12,2066.96,11967.38965
1191,1.09217,0.2,1.8,1.09,0.12,0.13,2080.62,11967.38965
1192,1.08141,0.2,1.8,1.09,0.12,0.12,2076.33,12123.51953
1193,1.07805,0.2,1.8,1.09,0.12,0.12,2081.9,12035.86035
1194,1.06587,0.2,1.8,1.09,0.12,0.12,2091.18,12166.44043
1195,1.06022,0.2,1.8,1.09,0.12,0.12,2102.06,12374.73047
1196,1.06022,0.2,1.8,1.09,0.12,0.12,2102.06,12374.73047
1197,1.06022,0.2,1.8,1.09,0.12,0.12,2102.06,12374.73047
1198,1.05669,0.2,1.8,1.09,0.12,0.13,2092.43,12338.73047
1199,1.06541,0.2,1.8,1.09,0.12,0.13,2095.84,12227.59961
1200,1.06834,0.2,1.8,1.09,0.12,0.13,2106.63,12231.33984
1201,1.07605,0.2,1.8,1.09,0.12,0.13,2104.99,11998.86035
1202,1.08048,0.2,1.8,1.09,0.12,0.13,2081.18,11688.7002
1203,1.08048,0.2,1.8,1.09,0.12,0.13,2081.18,11688.7002
1204,1.08048,0.2,1.8,1.09,0.12,0.13,2081.18,11688.7002
1205,1.07374,0.2,1.8,1.09,0.12,0.13,2100.4,11891.91016
1206,1.07354,0.2,1.8,1.09,0.12,0.13,2097.29,11939.58008
1207,1.07248,0.2,1.8,1.09,0.12,0.13,2107.96,11867.37012
1208,1.08234,0.2,1.8,1.09,0.12,0.13,2112.93,11723.58008
1209,1.08706,0.2,1.8,1.09,0.12,0.13,2117.69,11810.84961
1210,1.08706,0.2,1.8,1.09,0.12,0.13,2117.69,11810.84961
1211,1.08706,0.2,1.8,1.09,0.12,0.13,2117.69,11810.84961
1212,1.08909,0.2,1.8,1.09,0.12,0.13,2108.92,12039.16016
1213,1.09802,0.2,1.8,1.09,0.12,0.13,2114.76,11811.66016
1214,1.1128,0.2,1.8,1.09,0.12,0.13,2106.85,11432.71973
1215,1.12236,0.2,1.8,1.09,0.12,0.08,2085.51,11454.37988
1216,1.11948,0.6,1.7,1.48,0.56,0.13,2108.29,11454.37988
1217,1.11948,0.6,1.7,1.48,0.56,0.13,2108.29,11454.37988
1218,1.11948,0.6,1.7,1.48,0.56,0.13,2108.29,11454.37988
1219,1.11454,0.6,1.7,1.48,0.56,0.13,2114.49,11619.84961
1220,1.11848,0.6,1.7,1.48,0.56,0.13,2089.46,11327.67969
1221,1.13459,0.6,1.7,1.48,0.56,0.13,2080.15,11350.15039
1222,1.12662,0.6,1.7,1.48,0.56,0.13,2088,11407.96973
1223,1.12015,0.6,1.7,1.48,0.56,0.13,2116.1,11709.73047
1224,1.12015,0.6,1.7,1.48,0.56,0.13,2116.1,11709.73047
1225,1.12015,0.6,1.7,1.48,0.56,0.13,2116.1,11709.73047
1226,1.11546,0.6,1.7,1.48,0.56,0.13,2105.33,11673.34961
1227,1.12127,0.6,1.7,1.48,0.56,0.13,2099.12,11472.41016
1228,1.13536,0.6,1.7,1.48,0.56,0.13,2098.48,11351.45996
1229,1.14097,0.6,1.7,1.48,0.56,0.13,2121.1,11559.82031
1230,1.14484,0.6,1.7,1.48,0.56,0.13,2122.73,11447.03027
1231,1.14484,0.6,1.7,1.48,0.56,0.13,2122.73,11447.03027
1232,1.14484,0.6,1.7,1.48,0.56,0.13,2122.73,11447.03027
1233,1.13141,0.6,1.7,1.48,0.56,0.13,2129.2,11594.28027
1234,1.11493,0.6,1.7,1.48,0.56,0.12,2127.83,11853.33008
1235,1.10937,0.6,1.7,1.48,0.56,0.12,2125.85,11848.46973
1236,1.11117,0.6,1.7,1.48,0.56,0.12,2130.82,11864.58984
1237,1.10074,0.6,1.7,1.48,0.56,0.13,2126.06,11815.00977
1238,1.10074,0.6,1.7,1.48,0.56,0.13,2126.06,11815.00977
1239,1.10074,0.6,1.7,1.48,0.56,0.13,2126.06,11815.00977
1240,1.09766,0.6,1.7,1.48,0.56,0.13,2126.06,11815.00977
1241,1.08719,0.6,1.7,1.48,0.56,0.12,2104.2,11625.12988
1242,1.09038,0.6,1.7,1.48,0.56,0.12,2123.48,11771.12988
1243,1.09474,0.6,1.7,1.48,0.56,0.12,2120.79,11677.57031
1244,1.09831,0.6,1.7,1.48,0.56,0.08,2107.39,11413.82031
1245,1.09831,0.6,1.7,1.48,0.56,0.08,2107.39,11413.82031
1246,1.09831,0.6,1.7,1.48,0.56,0.08,2107.39,11413.82031
1247,1.09259,0.5,1.8,1.78,0.79,0.12,2111.73,11436.04981
1248,1.11504,0.5,1.8,1.78,0.79,0.12,2109.6,11328.79981
1249,1.1274,0.5,1.8,1.78,0.79,0.13,2114.07,11419.62012
1250,1.12375,0.5,1.8,1.78,0.79,0.13,2095.84,11340.59961
1251,1.11124,0.5,1.8,1.78,0.79,0.13,2092.83,11197.15039
1252,1.11124,0.5,1.8,1.78,0.79,0.13,2092.83,11197.15039
1253,1.11124,0.5,1.8,1.78,0.79,0.13,2092.83,11197.15039
1254,1.12906,0.5,1.8,1.78,0.79,0.13,2079.28,11064.91992
1255,1.12822,0.5,1.8,1.78,0.79,0.13,2080.15,11001.29004
1256,1.13237,0.5,1.8,1.78,0.79,0.13,2105.2,11265.38965
1257,1.12573,0.5,1.8,1.78,0.79,0.13,2108.86,11332.78027
1258,1.12648,0.5,1.8,1.78,0.79,0.13,2094.11,11196.49023
1259,1.12648,0.5,1.8,1.78,0.79,0.13,2094.11,11196.49023
1260,1.12648,0.5,1.8,1.78,0.79,0.13,2094.11,11196.49023
1261,1.12826,0.5,1.8,1.78,0.79,0.13,2084.43,10984.96973
1262,1.12471,0.5,1.8,1.78,0.79,0.14,2096.29,11044.00977
1263,1.13372,0.5,1.8,1.78,0.79,0.14,2100.44,10978.00977
1264,1.136,0.5,1.8,1.78,0.79,0.14,2121.24,11100.29981
1265,1.13487,0.5,1.8,1.78,0.79,0.13,2109.99,11040.09961
1266,1.13487,0.5,1.8,1.78,0.79,0.13,2109.99,11040.09961
1267,1.13487,0.5,1.8,1.78,0.79,0.13,2109.99,11040.09961
1268,1.13402,0.5,1.8,1.78,0.79,0.13,2122.85,11460.5
1269,1.11677,0.5,1.8,1.78,0.79,0.13,2124.2,11542.54004
1270,1.1204,0.5,1.8,1.78,0.79,0.13,2108.58,11471.25977
1271,1.12045,0.5,1.8,1.78,0.79,0.13,2102.31,11473.12988
1272,1.11625,0.5,1.8,1.78,0.79,0.13,2101.49,11492.42969
1273,1.11625,0.5,1.8,1.78,0.79,0.13,2101.49,11492.42969
1274,1.11625,0.5,1.8,1.78,0.79,0.13,2101.49,11492.42969
1275,1.12356,0.5,1.8,1.78,0.79,0.14,2057.64,11083.2002
1276,1.11445,0.5,1.8,1.78,0.79,0.08,2063.11,10944.96973
1277,1.10523,0.5,1.8,1.54,0.71,0.13,2077.42,11180.5
1278,1.10832,0.5,1.8,1.54,0.71,0.13,2076.78,11099.34961
1279,1.11092,0.5,1.8,1.54,0.71,0.13,2076.78,11058.38965
1280,1.11092,0.5,1.8,1.54,0.71,0.13,2076.78,11058.38965
1281,1.11092,0.5,1.8,1.54,0.71,0.13,2076.78,11058.38965
1282,1.10556,0.5,1.8,1.54,0.71,0.13,2068.76,10890.62988
1283,1.10107,0.5,1.8,1.54,0.71,0.13,2081.34,10676.78027
1284,1.10758,0.5,1.8,1.54,0.71,0.13,2046.68,10747.29981
1285,1.10356,0.5,1.8,1.54,0.71,0.13,2051.31,10996.41016
1286,1.11519,0.5,1.8,1.54,0.71,0.13,2076.62,11315.62988
1287,1.11519,0.5,1.8,1.54,0.71,0.13,2076.62,11315.62988
1288,1.11519,0.5,1.8,1.54,0.71,0.13,2076.62,11315.62988
1289,1.10006,0.5,1.8,1.54,0.71,0.13,2099.6,11484.37988
1290,1.10083,0.5,1.8,1.54,0.71,0.13,2108.95,11516.90039
1291,1.09485,0.5,1.8,1.54,0.71,0.13,2107.4,11539.66016
1292,1.08731,0.5,1.8,1.54,0.71,0.14,2124.29,11716.75977
1293,1.08279,0.5,1.8,1.54,0.71,0.13,2126.64,11673.41992
1294,1.08279,0.5,1.8,1.54,0.71,0.13,2126.64,11673.41992
1295,1.08279,0.5,1.8,1.54,0.71,0.13,2126.64,11673.41992
1296,1.0825,0.5,1.8,1.54,0.71,0.14,2128.28,11735.71973
1297,1.09342,0.5,1.8,1.54,0.71,0.13,2119.21,11604.79981
1298,1.09286,0.5,1.8,1.54,0.71,0.13,2114.15,11520.66992
1299,1.09827,0.5,1.8,1.54,0.71,0.13,2102.15,11512.11035
1300,1.09812,0.5,1.8,1.54,0.71,0.13,2079.65,11347.4502
1301,1.09812,0.5,1.8,1.54,0.71,0.13,2079.65,11347.4502
1302,1.09812,0.5,1.8,1.54,0.71,0.13,2079.65,11347.4502
1303,1.10871,0.5,1.8,1.54,0.71,0.14,2067.64,11056.40039
1304,1.10596,0.5,1.8,1.54,0.71,0.14,2093.25,11173.91016
1305,1.09818,0.5,1.8,1.54,0.71,0.14,2108.57,11211.84961
1306,1.0931,0.5,1.8,1.54,0.71,0.14,2108.63,11257.15039
1307,1.0983,0.5,1.8,1.54,0.71,0.08,2103.84,11308.99023
1308,1.0983,0.4,1.8,1.53,0.61,0.08,2103.84,11308.99023
1309,1.0983,0.4,1.8,1.53,0.61,0.08,2103.84,11308.99023
1310,1.09491,0.4,1.8,1.53,0.61,0.14,2098.04,11443.71973
1311,1.08806,0.4,1.8,1.53,0.61,0.14,2093.32,11456.07031
1312,1.09056,0.4,1.8,1.53,0.61,0.14,2099.84,11636.29981
1313,1.0924,0.4,1.8,1.53,0.61,0.14,2083.56,11585.09961
1314,1.09647,0.4,1.8,1.53,0.61,0.14,2077.57,11490.83008
1315,1.09647,0.4,1.8,1.53,0.61,0.14,2077.57,11490.83008
1316,1.09647,0.4,1.8,1.53,0.61,0.14,2077.57,11490.83008
1317,1.10185,0.4,1.8,1.53,0.61,0.14,2104.18,11604.78027
1318,1.10416,0.4,1.8,1.53,0.61,0.15,2084.07,11293.65039
1319,1.11574,0.4,1.8,1.53,0.61,0.15,2086.05,10924.61035
1320,1.11491,0.4,1.8,1.53,0.61,0.15,2083.39,11014.62988
1321,1.11079,0.4,1.8,1.53,0.61,0.14,2091.54,10985.13965
1322,1.11079,0.4,1.8,1.53,0.61,0.14,2091.54,10985.13965
1323,1.11079,0.4,1.8,1.53,0.61,0.14,2091.54,10985.13965
1324,1.10777,0.4,1.8,1.53,0.61,0.15,2102.44,10940.33008
1325,1.10216,0.4,1.8,1.53,0.61,0.15,2096.92,10915.91992
1326,1.11198,0.4,1.8,1.53,0.61,0.15,2079.61,10682.15039
1327,1.124,0.4,1.8,1.53,0.61,0.15,2035.73,10432.19043
1328,1.13828,0.4,1.8,1.53,0.61,0.15,1970.89,10124.51953
1329,1.13828,0.4,1.8,1.53,0.61,0.15,1970.89,10124.51953
1330,1.13828,0.4,1.8,1.53,0.61,0.15,1970.89,10124.51953
1331,1.16176,0.4,1.8,1.53,0.61,0.15,1893.21,9648.429688
1332,1.15141,0.4,1.8,1.53,0.61,0.15,1867.61,10128.12012
1333,1.13126,0.4,1.8,1.53,0.61,0.14,1940.51,9997.429688
1334,1.12458,0.4,1.8,1.53,0.61,0.14,1987.66,10315.62012
1335,1.118,0.4,1.8,1.53,0.61,0.14,1988.87,10298.53027
1336,1.118,0.4,1.8,1.53,0.61,0.14,1988.87,10298.53027
1337,1.118,0.4,1.8,1.53,0.61,0.14,1988.87,10298.53027
1338,1.12099,0.4,1.8,1.53,0.61,0.08,1972.18,10259.45996
1339,1.13131,0.2,1.9,1.53,0.65,0.14,1913.85,10015.57031
1340,1.12256,0.2,1.9,1.53,0.65,0.14,1948.86,10048.04981
1341,1.11228,0.2,1.9,1.53,0.65,0.14,1951.13,10317.83984
1342,1.11499,0.2,1.9,1.53,0.65,0.14,1921.22,10038.04004
1343,1.11499,0.2,1.9,1.53,0.65,0.14,1921.22,10038.04004
1344,1.11499,0.2,1.9,1.53,0.65,0.14,1921.22,10038.04004
1345,1.11693,0.2,1.9,1.53,0.65,0.14,1921.22,10108.61035
1346,1.12018,0.2,1.9,1.53,0.65,0.14,1969.41,10271.36035
1347,1.12062,0.2,1.9,1.53,0.65,0.14,1942.04,10303.12012
1348,1.1279,0.2,1.9,1.53,0.65,0.14,1952.29,10210.44043
1349,1.13348,0.2,1.9,1.53,0.65,0.14,1961.05,10123.55957
1350,1.13348,0.2,1.9,1.53,0.65,0.14,1961.05,10123.55957
1351,1.13348,0.2,1.9,1.53,0.65,0.14,1961.05,10123.55957
1352,1.13158,0.2,1.9,1.53,0.65,0.14,1953.03,10131.74023
1353,1.12681,0.2,1.9,1.53,0.65,0.14,1978.09,10188.12988
1354,1.12894,0.2,1.9,1.53,0.65,0.14,1995.31,10227.20996
1355,1.14341,0.2,1.9,1.53,0.65,0.14,1990.2,10229.58008
1356,1.12974,0.2,1.9,1.53,0.65,0.14,1958.03,9916.160156
1357,1.12974,0.2,1.9,1.53,0.65,0.14,1958.03,9916.160156
1358,1.12974,0.2,1.9,1.53,0.65,0.14,1958.03,9916.160156
1359,1.1189,0.2,1.9,1.53,0.65,0.14,1966.97,9948.509766
1360,1.11188,0.2,1.9,1.53,0.65,0.14,1942.74,9570.660156
1361,1.11855,0.2,1.9,1.53,0.65,0.14,1938.76,9612.620117
1362,1.12291,0.2,1.9,1.53,0.65,0.14,1932.24,9427.639648
1363,1.11922,0.2,1.9,1.53,0.65,0.13,1931.34,9688.530273
1364,1.11922,0.2,1.9,1.53,0.65,0.13,1931.34,9688.530273
1365,1.11922,0.2,1.9,1.53,0.65,0.13,1931.34,9688.530273
1366,1.12437,0.2,1.9,1.53,0.65,0.13,1881.77,9483.549805
1367,1.12474,0.2,1.9,1.53,0.65,0.13,1884.09,9450.400391
1368,1.11764,0.2,1.9,1.53,0.65,0.07,1920.03,9660.44043
1369,1.11943,0.4,1.9,1.37,0.52,0.13,1923.82,9509.25
1370,1.12077,0.4,1.9,1.37,0.52,0.13,1951.36,9553.070313
1371,1.12077,0.4,1.9,1.37,0.52,0.13,1951.36,9553.070313
1372,1.12077,0.4,1.9,1.37,0.52,0.13,1951.36,9553.070313
1373,1.11863,0.4,1.9,1.37,0.52,0.13,1987.05,9814.790039
1374,1.12706,0.4,1.9,1.37,0.52,0.13,1979.92,9902.830078
1375,1.12369,0.4,1.9,1.37,0.52,0.13,1995.83,9970.400391
1376,1.12758,0.4,1.9,1.37,0.52,0.13,2013.43,9993.070313
1377,1.13571,0.4,1.9,1.37,0.52,0.13,2014.89,10096.59961
1378,1.13571,0.4,1.9,1.37,0.52,0.13,2014.89,10096.59961
1379,1.13571,0.4,1.9,1.37,0.52,0.13,2014.89,10096.59961
1380,1.13581,0.4,1.9,1.37,0.52,0.13,2017.46,10119.83008
1381,1.13783,0.4,1.9,1.37,0.52,0.13,2003.69,10032.82031
1382,1.1474,0.4,1.9,1.37,0.52,0.13,1994.24,9915.849609
1383,1.1383,0.4,1.9,1.37,0.52,0.13,2023.86,10064.79981
1384,1.13466,0.4,1.9,1.37,0.52,0.13,2033.11,10104.42969
1385,1.13466,0.4,1.9,1.37,0.52,0.13,2033.11,10104.42969
1386,1.13466,0.4,1.9,1.37,0.52,0.13,2033.11,10104.42969
1387,1.13256,0.4,1.9,1.37,0.52,0.13,2033.66,10164.30957
1388,1.13459,0.4,1.9,1.37,0.52,0.13,2030.77,10147.67969
1389,1.13388,0.4,1.9,1.37,0.52,0.13,2018.94,10238.09961
1390,1.11083,0.4,1.9,1.37,0.52,0.12,2052.51,10491.96973
1391,1.10165,0.4,1.9,1.37,0.52,0.12,2075.15,10794.54004
1392,1.10165,0.4,1.9,1.37,0.52,0.12,2075.15,10794.54004
1393,1.10165,0.4,1.9,1.37,0.52,0.12,2075.15,10794.54004
1394,1.10576,0.4,1.9,1.37,0.52,0.12,2071.18,10801.33984
1395,1.10509,0.4,1.9,1.37,0.52,0.12,2065.89,10692.19043
1396,1.09224,0.4,1.9,1.37,0.52,0.12,2090.35,10831.95996
1397,1.09764,0.4,1.9,1.37,0.52,0.12,2089.41,10800.83984
