Date,Price,Open,High,Low,Vol.,Change %,
07/07/2014,"1,977.65","1,984.22","1,984.22","1,974.88",,-0.39%,"2,130.00"
07/08/2014,"1,963.71","1,976.39","1,976.39","1,959.46",,-0.70%,"2,129.00"
07/09/2014,"1,972.83","1,965.10","1,974.15","1,965.10",,0.46%,"2,128.00"
07/10/2014,"1,964.68","1,966.67","1,969.84","1,952.86",,-0.41%,"2,127.00"
07/11/2014,"1,967.57","1,965.76","1,968.67","1,959.63",,0.15%,"2,126.00"
07/14/2014,"1,977.10","1,969.86","1,979.85","1,969.86",,0.48%,"2,125.00"
07/15/2014,"1,973.28","1,977.36","1,982.52","1,965.34",,-0.19%,"2,124.00"
07/16/2014,"1,981.57","1,976.35","1,983.94","1,975.67",,0.42%,"2,123.00"
07/17/2014,"1,958.12","1,979.75","1,981.80","1,955.59",,-1.18%,"2,122.00"
07/18/2014,"1,978.22","1,961.54","1,979.91","1,960.82",,1.03%,"2,121.00"
07/21/2014,"1,973.63","1,976.93","1,976.93","1,965.77",,-0.23%,"2,120.00"
07/22/2014,"1,983.53","1,975.65","1,986.24","1,975.65",,0.50%,"2,119.00"
07/23/2014,"1,987.01","1,985.32","1,989.23","1,982.44",,0.18%,"2,118.00"
07/24/2014,"1,987.98","1,988.07","1,991.39","1,985.79",,0.05%,"2,117.00"
07/25/2014,"1,978.34","1,984.60","1,984.60","1,974.37",,-0.48%,"2,116.00"
07/28/2014,"1,978.91","1,978.25","1,981.52","1,967.31",,0.03%,"2,115.00"
07/29/2014,"1,969.95","1,980.03","1,984.85","1,969.95",,-0.45%,"2,114.00"
07/30/2014,"1,970.07","1,973.21","1,978.90","1,962.42",,0.01%,"2,113.00"
07/31/2014,"1,930.67","1,965.14","1,965.14","1,930.67",,-2.00%,"2,112.00"
08/01/2014,"1,925.15","1,929.80","1,937.35","1,916.37",,-0.29%,"2,111.00"
08/04/2014,"1,938.99","1,926.62","1,942.92","1,921.20",,0.72%,"2,110.00"
08/05/2014,"1,920.21","1,936.34","1,936.34","1,913.77",,-0.97%,"2,109.00"
08/06/2014,"1,920.24","1,917.29","1,927.91","1,911.45",,0.00%,"2,108.00"
08/07/2014,"1,909.57","1,923.03","1,928.89","1,904.78",,-0.56%,"2,107.00"
08/08/2014,"1,931.59","1,910.35","1,932.38","1,909.01",,1.15%,"2,106.00"
08/11/2014,"1,936.92","1,933.43","1,944.90","1,933.43",,0.28%,"2,105.00"
08/12/2014,"1,933.75","1,935.73","1,939.65","1,928.29",,-0.16%,"2,104.00"
08/13/2014,"1,946.72","1,935.60","1,948.41","1,935.60",,0.67%,"2,103.00"
08/14/2014,"1,955.18","1,947.41","1,955.23","1,947.41",,0.43%,"2,102.00"
08/15/2014,"1,955.06","1,958.87","1,964.04","1,941.50",,-0.01%,"2,101.00"
08/18/2014,"1,971.74","1,958.36","1,971.99","1,958.36",,0.85%,"2,100.00"
08/19/2014,"1,981.60","1,972.73","1,982.57","1,972.73",,0.50%,"2,099.00"
08/20/2014,"1,986.51","1,980.46","1,988.57","1,977.68",,0.25%,"2,098.00"
08/21/2014,"1,992.37","1,986.82","1,994.76","1,986.82",,0.29%,"2,097.00"
08/22/2014,"1,988.40","1,992.60","1,993.54","1,984.76",,-0.20%,"2,096.00"
08/25/2014,"1,997.92","1,991.74","2,001.95","1,991.74",,0.48%,"2,095.00"
08/26/2014,"2,000.02","1,998.59","2,005.04","1,998.59",,0.11%,"2,094.00"
08/27/2014,"2,000.12","2,000.54","2,002.14","1,996.20",,0.00%,"2,093.00"
08/28/2014,"1,996.74","1,997.42","1,998.55","1,990.52",,-0.17%,"2,092.00"
08/29/2014,"2,003.37","1,998.45","2,003.38","1,994.65",,0.33%,"2,091.00"
09/02/2014,"2,002.28","2,004.07","2,006.12","1,994.85",,-0.05%,"2,090.00"
09/03/2014,"2,000.72","2,003.57","2,009.28","1,998.14",,-0.08%,"2,089.00"
09/04/2014,"1,997.65","2,001.67","2,011.17","1,992.54",,-0.15%,"2,088.00"
09/05/2014,"2,007.71","1,998.00","2,007.71","1,990.10",,0.50%,"2,087.00"
09/08/2014,"2,001.54","2,007.17","2,007.17","1,995.60",,-0.31%,"2,086.00"
09/09/2014,"1,988.44","2,000.73","2,001.01","1,984.61",,-0.65%,"2,085.00"
09/10/2014,"1,995.69","1,988.41","1,996.66","1,982.99",,0.36%,"2,084.00"
09/11/2014,"1,997.45","1,992.85","1,997.65","1,985.93",,0.09%,"2,083.00"
09/12/2014,"1,985.54","1,996.74","1,996.74","1,980.26",,-0.60%,"2,082.00"
09/15/2014,"1,984.13","1,986.04","1,987.18","1,978.48",,-0.07%,"2,081.00"
09/16/2014,"1,998.98","1,981.93","2,002.28","1,979.06",,0.75%,"2,080.00"
09/17/2014,"2,001.57","1,999.30","2,010.74","1,993.29",,0.13%,"2,079.00"
09/18/2014,"2,011.36","2,003.07","2,012.34","2,003.07",,0.49%,"2,078.00"
09/19/2014,"2,010.40","2,012.74","2,019.26","2,006.59",,-0.05%,"2,077.00"
09/22/2014,"1,994.29","2,009.08","2,009.08","1,991.01",,-0.80%,"2,076.00"
09/23/2014,"1,982.77","1,992.78","1,995.41","1,982.77",,-0.58%,"2,075.00"
09/24/2014,"1,998.30","1,983.34","1,999.79","1,978.63",,0.78%,"2,074.00"
09/25/2014,"1,965.99","1,997.32","1,997.32","1,965.99",,-1.62%,"2,073.00"
09/26/2014,"1,982.85","1,966.22","1,986.37","1,966.22",,0.86%,"2,072.00"
09/29/2014,"1,977.80","1,978.96","1,981.28","1,964.04",,-0.25%,"2,071.00"
09/30/2014,"1,972.29","1,978.21","1,985.17","1,968.96",,-0.28%,"2,070.00"
10/01/2014,"1,946.16","1,971.44","1,971.44","1,941.72",,-1.32%,"2,069.00"
10/02/2014,"1,946.17","1,945.83","1,952.32","1,926.03",,0.00%,"2,068.00"
10/03/2014,"1,967.90","1,948.12","1,971.19","1,948.12",,1.12%,"2,067.00"
10/06/2014,"1,964.82","1,970.01","1,977.84","1,958.43",,-0.16%,"2,066.00"
10/07/2014,"1,935.10","1,962.36","1,962.36","1,934.87",,-1.51%,"2,065.00"
10/08/2014,"1,968.89","1,935.55","1,970.36","1,925.25",,1.75%,"2,064.00"
10/09/2014,"1,928.21","1,967.68","1,967.68","1,927.56",,-2.07%,"2,063.00"
10/10/2014,"1,906.13","1,925.63","1,936.98","1,906.05",,-1.15%,"2,062.00"
10/13/2014,"1,874.74","1,905.65","1,912.09","1,874.14",,-1.65%,"2,061.00"
10/14/2014,"1,877.70","1,877.11","1,898.71","1,871.79",,0.16%,"2,060.00"
10/15/2014,"1,862.49","1,874.18","1,874.18","1,820.66",,-0.81%,"2,059.00"
10/16/2014,"1,862.76","1,855.95","1,876.01","1,835.02",,0.01%,"2,058.00"
10/17/2014,"1,886.76","1,864.91","1,898.16","1,864.91",,1.29%,"2,057.00"
10/20/2014,"1,904.01","1,885.62","1,905.03","1,882.30",,0.91%,"2,056.00"
10/21/2014,"1,941.28","1,909.38","1,942.45","1,909.38",,1.96%,"2,055.00"
10/22/2014,"1,927.11","1,941.29","1,949.31","1,926.83",,-0.73%,"2,054.00"
10/23/2014,"1,950.82","1,931.02","1,961.95","1,931.02",,1.23%,"2,053.00"
10/24/2014,"1,964.58","1,951.59","1,965.27","1,946.27",,0.71%,"2,052.00"
10/27/2014,"1,961.63","1,962.97","1,964.64","1,951.37",,-0.15%,"2,051.00"
10/28/2014,"1,985.05","1,964.14","1,985.05","1,964.14",,1.19%,"2,050.00"
10/29/2014,"1,982.30","1,983.29","1,991.40","1,969.04",,-0.14%,"2,049.00"
10/30/2014,"1,994.65","1,979.49","1,999.40","1,974.75",,0.62%,"2,048.00"
10/31/2014,"2,018.05","2,001.20","2,018.19","2,001.20",,1.17%,"2,047.00"
11/03/2014,"2,017.81","2,018.21","2,024.46","2,013.68",,-0.01%,"2,046.00"
11/04/2014,"2,012.10","2,015.81","2,015.98","2,001.01",,-0.28%,"2,045.00"
11/05/2014,"2,023.57","2,015.29","2,023.77","2,014.42",,0.57%,"2,044.00"
11/06/2014,"2,031.21","2,023.33","2,031.61","2,015.86",,0.38%,"2,043.00"
11/07/2014,"2,031.92","2,032.36","2,034.26","2,025.07",,0.03%,"2,042.00"
11/10/2014,"2,038.26","2,032.01","2,038.70","2,030.17",,0.31%,"2,041.00"
11/11/2014,"2,039.68","2,038.20","2,041.28","2,035.28",,0.07%,"2,040.00"
11/12/2014,"2,038.25","2,037.75","2,040.33","2,031.95",,-0.07%,"2,039.00"
11/13/2014,"2,039.33","2,039.21","2,046.18","2,030.44",,0.05%,"2,038.00"
11/14/2014,"2,039.82","2,039.74","2,042.22","2,035.20",,0.02%,"2,037.00"
11/17/2014,"2,041.32","2,038.29","2,043.07","2,034.46",,0.07%,"2,036.00"
11/18/2014,"2,051.80","2,041.48","2,056.08","2,041.48",,0.51%,"2,035.00"
11/19/2014,"2,048.72","2,051.16","2,052.14","2,040.37",,-0.15%,"2,034.00"
11/20/2014,"2,052.75","2,045.87","2,053.84","2,040.49",,0.20%,"2,033.00"
11/21/2014,"2,063.50","2,057.46","2,071.46","2,056.75",,0.52%,"2,032.00"
11/24/2014,"2,069.41","2,065.07","2,070.17","2,065.07",,0.29%,"2,031.00"
11/25/2014,"2,067.03","2,070.15","2,074.21","2,064.75",,-0.12%,"2,030.00"
11/26/2014,"2,072.83","2,067.36","2,073.29","2,066.62",,0.28%,"2,029.00"
11/28/2014,"2,067.56","2,074.78","2,075.76","2,065.06",,-0.25%,"2,028.00"
12/01/2014,"2,053.44","2,065.78","2,065.78","2,049.57",,-0.68%,"2,027.00"
12/02/2014,"2,066.55","2,053.77","2,068.77","2,053.77",,0.64%,"2,026.00"
12/03/2014,"2,074.33","2,067.45","2,076.28","2,066.65",,0.38%,"2,025.00"
12/04/2014,"2,071.92","2,073.64","2,077.34","2,062.34",,-0.12%,"2,024.00"
12/05/2014,"2,075.37","2,072.78","2,079.47","2,070.81",,0.17%,"2,023.00"
12/08/2014,"2,060.31","2,074.84","2,075.78","2,054.27",,-0.73%,"2,022.00"
12/09/2014,"2,059.82","2,056.55","2,060.60","2,034.17",,-0.02%,"2,021.00"
12/10/2014,"2,026.14","2,058.86","2,058.86","2,024.26",,-1.64%,"2,020.00"
12/11/2014,"2,035.33","2,027.92","2,055.53","2,027.92",,0.45%,"2,019.00"
12/12/2014,"2,002.33","2,030.36","2,032.25","2,002.33",,-1.62%,"2,018.00"
12/15/2014,"1,989.63","2,005.03","2,018.69","1,982.26",,-0.63%,"2,017.00"
12/16/2014,"1,972.74","1,986.71","2,016.89","1,972.56",,-0.85%,"2,016.00"
12/17/2014,"2,012.89","1,973.77","2,016.75","1,973.77",,2.04%,"2,015.00"
12/18/2014,"2,061.23","2,018.98","2,061.23","2,018.98",,2.40%,"2,014.00"
12/19/2014,"2,070.65","2,061.04","2,077.85","2,061.03",,0.46%,"2,013.00"
12/22/2014,"2,078.54","2,069.28","2,078.76","2,069.28",,0.38%,"2,012.00"
12/23/2014,"2,082.17","2,081.48","2,086.73","2,079.77",,0.17%,"2,011.00"
12/24/2014,"2,081.88","2,083.25","2,087.56","2,081.86",,-0.01%,"2,010.00"
12/26/2014,"2,088.77","2,084.30","2,092.70","2,084.30",,0.33%,"2,009.00"
12/29/2014,"2,090.57","2,087.63","2,093.55","2,085.75",,0.09%,"2,008.00"
12/30/2014,"2,080.35","2,088.49","2,088.49","2,079.53",,-0.49%,"2,007.00"
12/31/2014,"2,058.90","2,082.11","2,085.58","2,057.94",,-1.03%,"2,006.00"
01/02/2015,"2,058.20","2,058.90","2,072.36","2,046.04",,-0.03%,"2,005.00"
01/05/2015,"2,020.58","2,054.44","2,054.44","2,017.34",,-1.83%,"2,004.00"
01/06/2015,"2,002.61","2,022.15","2,030.25","1,992.44",,-0.89%,"2,003.00"
01/07/2015,"2,025.90","2,005.55","2,029.61","2,005.55",,1.16%,"2,002.00"
01/08/2015,"2,062.14","2,030.61","2,064.08","2,030.61",,1.79%,"2,001.00"
01/09/2015,"2,044.81","2,063.45","2,064.43","2,038.33",,-0.84%,"2,000.00"
01/12/2015,"2,028.26","2,046.13","2,049.30","2,022.58",,-0.81%,"1,999.00"
01/13/2015,"2,023.03","2,031.58","2,056.93","2,008.25",,-0.26%,"1,998.00"
01/14/2015,"2,011.27","2,018.40","2,018.40","1,988.44",,-0.58%,"1,997.00"
01/15/2015,"1,992.67","2,013.75","2,021.35","1,991.47",,-0.92%,"1,996.00"
01/16/2015,"2,019.42","1,992.25","2,020.46","1,988.12",,1.34%,"1,995.00"
01/20/2015,"2,022.55","2,020.76","2,028.94","2,004.49",,0.15%,"1,994.00"
01/21/2015,"2,032.12","2,020.19","2,038.29","2,012.04",,0.47%,"1,993.00"
01/22/2015,"2,063.15","2,034.30","2,064.62","2,026.38",,1.53%,"1,992.00"
01/23/2015,"2,051.82","2,062.98","2,062.98","2,050.54",,-0.55%,"1,991.00"
01/26/2015,"2,057.09","2,050.42","2,057.62","2,040.97",,0.26%,"1,990.00"
01/27/2015,"2,029.55","2,047.86","2,047.86","2,019.91",,-1.34%,"1,989.00"
01/28/2015,"2,002.16","2,032.34","2,042.49","2,001.49",,-1.35%,"1,988.00"
01/29/2015,"2,021.25","2,002.45","2,024.64","1,989.18",,0.95%,"1,987.00"
01/30/2015,"1,994.99","2,019.35","2,023.32","1,993.38",,-1.30%,"1,986.00"
02/02/2015,"2,020.85","1,996.67","2,021.66","1,980.90",,1.30%,"1,985.00"
02/03/2015,"2,050.03","2,022.71","2,050.30","2,022.71",,1.44%,"1,984.00"
02/04/2015,"2,041.51","2,048.86","2,054.74","2,036.72",,-0.42%,"1,983.00"
02/05/2015,"2,062.52","2,043.45","2,063.55","2,043.45",,1.03%,"1,982.00"
02/06/2015,"2,055.47","2,062.28","2,072.40","2,049.97",,-0.34%,"1,981.00"
02/09/2015,"2,046.74","2,053.47","2,056.16","2,041.88",,-0.42%,"1,980.00"
02/10/2015,"2,068.59","2,049.38","2,070.86","2,048.62",,1.07%,"1,979.00"
02/11/2015,"2,068.53","2,068.55","2,073.48","2,057.99",,0.00%,"1,978.00"
02/12/2015,"2,088.48","2,069.98","2,088.53","2,069.98",,0.96%,"1,977.00"
02/13/2015,"2,096.99","2,088.78","2,097.03","2,086.70",,0.41%,"1,976.00"
02/17/2015,"2,100.34","2,096.47","2,101.30","2,089.80",,0.16%,"1,975.00"
02/18/2015,"2,099.68","2,099.16","2,100.23","2,092.15",,-0.03%,"1,974.00"
02/19/2015,"2,097.45","2,099.25","2,102.13","2,090.79",,-0.11%,"1,973.00"
02/20/2015,"2,110.30","2,097.65","2,110.61","2,085.44",,0.61%,"1,972.00"
02/23/2015,"2,109.66","2,109.83","2,110.05","2,103.00",,-0.03%,"1,971.00"
02/24/2015,"2,115.48","2,109.10","2,117.94","2,105.87",,0.28%,"1,970.00"
02/25/2015,"2,113.86","2,115.30","2,119.59","2,109.89",,-0.08%,"1,969.00"
02/26/2015,"2,110.74","2,113.91","2,113.91","2,103.76",,-0.15%,"1,968.00"
02/27/2015,"2,104.50","2,110.88","2,112.74","2,103.75",,-0.30%,"1,967.00"
03/02/2015,"2,117.39","2,105.23","2,117.52","2,104.50",,0.61%,"1,966.00"
03/03/2015,"2,107.78","2,115.76","2,115.76","2,098.26",,-0.45%,"1,965.00"
03/04/2015,"2,098.53","2,107.72","2,107.72","2,087.62",,-0.44%,"1,964.00"
03/05/2015,"2,101.04","2,098.54","2,104.25","2,095.22",,0.12%,"1,963.00"
03/06/2015,"2,071.26","2,100.91","2,100.91","2,067.27",,-1.42%,"1,962.00"
03/09/2015,"2,079.43","2,072.25","2,083.49","2,072.21",,0.39%,"1,961.00"
03/10/2015,"2,044.16","2,076.14","2,076.14","2,044.16",,-1.70%,"1,960.00"
03/11/2015,"2,040.24","2,044.69","2,050.08","2,039.69",,-0.19%,"1,959.00"
03/12/2015,"2,065.95","2,041.10","2,066.41","2,041.10",,1.26%,"1,958.00"
03/13/2015,"2,053.40","2,064.56","2,064.56","2,041.17",,-0.61%,"1,957.00"
03/16/2015,"2,081.19","2,055.35","2,081.41","2,055.35",,1.35%,"1,956.00"
03/17/2015,"2,074.28","2,080.59","2,080.59","2,065.08",,-0.33%,"1,955.00"
03/18/2015,"2,099.50","2,072.84","2,106.85","2,061.23",,1.22%,"1,954.00"
03/19/2015,"2,089.27","2,098.69","2,098.69","2,085.56",,-0.49%,"1,953.00"
03/20/2015,"2,108.10","2,090.32","2,113.92","2,090.32",,0.90%,"1,952.00"
03/23/2015,"2,104.42","2,107.99","2,114.86","2,104.42",,-0.17%,"1,951.00"
03/24/2015,"2,091.50","2,103.94","2,107.63","2,091.50",,-0.61%,"1,950.00"
03/25/2015,"2,061.05","2,093.10","2,097.43","2,061.05",,-1.46%,"1,949.00"
03/26/2015,"2,056.15","2,059.94","2,067.15","2,045.50",,-0.24%,"1,948.00"
03/27/2015,"2,061.02","2,055.78","2,062.83","2,052.96",,0.24%,"1,947.00"
03/30/2015,"2,086.24","2,064.11","2,088.97","2,064.11",,1.22%,"1,946.00"
03/31/2015,"2,067.89","2,084.05","2,084.05","2,067.04",,-0.88%,"1,945.00"
04/01/2015,"2,059.69","2,067.63","2,067.63","2,048.38",,-0.40%,"1,944.00"
04/02/2015,"2,066.96","2,060.03","2,072.17","2,057.32",,0.35%,"1,943.00"
04/06/2015,"2,080.62","2,064.87","2,086.99","2,056.52",,0.66%,"1,942.00"
04/07/2015,"2,076.33","2,080.79","2,089.81","2,076.10",,-0.21%,"1,941.00"
04/08/2015,"2,081.90","2,076.94","2,086.69","2,073.30",,0.27%,"1,940.00"
04/09/2015,"2,091.18","2,081.29","2,093.31","2,074.29",,0.45%,"1,939.00"
04/10/2015,"2,102.06","2,091.51","2,102.61","2,091.51",,0.52%,"1,938.00"
04/13/2015,"2,092.43","2,102.03","2,107.65","2,092.33",,-0.46%,"1,937.00"
04/14/2015,"2,095.84","2,092.28","2,098.62","2,083.24",,0.16%,"1,936.00"
04/15/2015,"2,106.63","2,097.82","2,111.91","2,097.82",,0.51%,"1,935.00"
04/16/2015,"2,104.99","2,105.96","2,111.30","2,100.02",,-0.08%,"1,934.00"
04/17/2015,"2,081.18","2,102.58","2,102.58","2,072.37",,-1.13%,"1,933.00"
04/20/2015,"2,100.40","2,084.11","2,103.94","2,084.11",,0.92%,"1,932.00"
04/21/2015,"2,097.29","2,102.82","2,109.64","2,094.38",,-0.15%,"1,931.00"
04/22/2015,"2,107.96","2,098.27","2,109.98","2,091.05",,0.51%,"1,930.00"
04/23/2015,"2,112.93","2,107.21","2,120.49","2,103.19",,0.24%,"1,929.00"
04/24/2015,"2,117.69","2,112.80","2,120.92","2,112.80",,0.23%,"1,928.00"
04/27/2015,"2,108.92","2,119.29","2,125.92","2,107.04",,-0.41%,"1,927.00"
04/28/2015,"2,114.76","2,108.35","2,116.09","2,094.89",,0.28%,"1,926.00"
04/29/2015,"2,106.85","2,112.49","2,113.65","2,097.41",,-0.37%,"1,925.00"
04/30/2015,"2,085.51","2,105.52","2,105.52","2,077.59",,-1.01%,"1,924.00"
05/01/2015,"2,108.29","2,087.38","2,108.41","2,087.38",,1.09%,"1,923.00"
05/04/2015,"2,114.49","2,110.23","2,120.95","2,110.23",,0.29%,"1,922.00"
05/05/2015,"2,089.46","2,112.63","2,115.24","2,088.46",,-1.18%,"1,921.00"
05/06/2015,"2,080.15","2,091.26","2,098.42","2,067.93",,-0.45%,"1,920.00"
05/07/2015,"2,088.00","2,079.96","2,092.90","2,074.99",,0.38%,"1,919.00"
05/08/2015,"2,116.10","2,092.13","2,117.66","2,092.13",,1.35%,"1,918.00"
05/11/2015,"2,105.33","2,115.56","2,117.69","2,104.58",,-0.51%,"1,917.00"
05/12/2015,"2,099.12","2,102.87","2,105.06","2,085.57",,-0.29%,"1,916.00"
05/13/2015,"2,098.48","2,099.62","2,110.19","2,096.04",,-0.03%,"1,915.00"
05/14/2015,"2,121.10","2,100.43","2,121.45","2,100.43",,1.08%,"1,914.00"
05/15/2015,"2,122.73","2,122.07","2,123.89","2,116.79",,0.08%,"1,913.00"
05/18/2015,"2,129.20","2,121.30","2,131.78","2,120.01",,0.30%,"1,912.00"
05/19/2015,"2,127.83","2,129.45","2,133.02","2,124.50",,-0.06%,"1,911.00"
05/20/2015,"2,125.85","2,127.79","2,134.72","2,122.59",,-0.09%,"1,910.00"
05/21/2015,"2,130.82","2,125.55","2,134.28","2,122.95",,0.23%,"1,909.00"
05/22/2015,"2,126.06","2,130.36","2,132.15","2,126.06",,-0.22%,"1,908.00"
05/26/2015,"2,104.20","2,125.34","2,125.34","2,099.18",,-1.03%,"1,907.00"
05/27/2015,"2,123.48","2,105.13","2,126.22","2,105.13",,0.92%,"1,906.00"
05/28/2015,"2,120.79","2,122.27","2,122.27","2,112.86",,-0.13%,"1,905.00"
05/29/2015,"2,107.39","2,120.66","2,120.66","2,104.89",,-0.63%,"1,904.00"
06/01/2015,"2,111.73","2,108.64","2,119.15","2,102.54",,0.21%,"1,903.00"
06/02/2015,"2,109.60","2,110.41","2,117.59","2,099.14",,-0.10%,"1,902.00"
06/03/2015,"2,114.07","2,110.64","2,121.92","2,109.61",,0.21%,"1,901.00"
06/04/2015,"2,095.84","2,112.35","2,112.89","2,093.23",,-0.86%,"1,900.00"
06/05/2015,"2,092.83","2,095.09","2,100.99","2,085.67",,-0.14%,"1,899.00"
06/08/2015,"2,079.28","2,092.34","2,093.01","2,079.11",,-0.65%,"1,898.00"
06/09/2015,"2,080.15","2,079.07","2,085.62","2,072.14",,0.04%,"1,897.00"
06/10/2015,"2,105.20","2,081.12","2,108.50","2,081.12",,1.20%,"1,896.00"
06/11/2015,"2,108.86","2,106.24","2,115.02","2,106.24",,0.17%,"1,895.00"
06/12/2015,"2,094.11","2,107.43","2,107.43","2,091.33",,-0.70%,"1,894.00"
06/15/2015,"2,084.43","2,091.34","2,091.34","2,072.49",,-0.46%,"1,893.00"
06/16/2015,"2,096.29","2,084.26","2,097.40","2,082.10",,0.57%,"1,892.00"
06/17/2015,"2,100.44","2,097.40","2,106.79","2,088.86",,0.20%,"1,891.00"
06/18/2015,"2,121.24","2,101.58","2,126.65","2,101.58",,0.99%,"1,890.00"
06/19/2015,"2,109.99","2,121.06","2,121.64","2,109.45",,-0.53%,"1,889.00"
06/22/2015,"2,122.85","2,112.50","2,129.87","2,112.50",,0.61%,"1,888.00"
06/23/2015,"2,124.20","2,123.16","2,128.03","2,119.89",,0.06%,"1,887.00"
06/24/2015,"2,108.58","2,123.65","2,125.10","2,108.58",,-0.74%,"1,886.00"
06/25/2015,"2,102.31","2,109.96","2,116.04","2,101.78",,-0.30%,"1,885.00"
06/26/2015,"2,101.49","2,102.62","2,108.92","2,095.38",,-0.04%,"1,884.00"
06/29/2015,"2,057.64","2,098.63","2,098.63","2,056.64",,-2.09%,"1,883.00"
06/30/2015,"2,063.11","2,061.19","2,074.28","2,056.32",,0.27%,"1,882.00"
07/01/2015,"2,077.42","2,067.00","2,082.78","2,067.00",,0.69%,"1,881.00"
07/02/2015,"2,076.78","2,078.03","2,085.06","2,071.02",,-0.03%,"1,880.00"
07/06/2015,"2,068.76","2,073.95","2,078.61","2,058.40",,-0.39%,"1,879.00"
07/07/2015,"2,081.34","2,069.52","2,083.74","2,044.02",,0.61%,"1,878.00"
07/08/2015,"2,046.68","2,077.66","2,077.66","2,044.66",,-1.67%,"1,877.00"
07/09/2015,"2,051.31","2,049.73","2,074.28","2,049.73",,0.23%,"1,876.00"
07/10/2015,"2,076.62","2,052.74","2,081.31","2,052.74",,1.23%,"1,875.00"
07/13/2015,"2,099.60","2,080.03","2,100.67","2,080.03",,1.11%,"1,874.00"
07/14/2015,"2,108.95","2,099.72","2,111.98","2,098.18",,0.45%,"1,873.00"
07/15/2015,"2,107.40","2,109.01","2,114.14","2,102.49",,-0.07%,"1,872.00"
07/16/2015,"2,124.29","2,110.55","2,124.42","2,110.55",,0.80%,"1,871.00"
07/17/2015,"2,126.64","2,126.80","2,128.91","2,119.88",,0.11%,"1,870.00"
07/20/2015,"2,128.28","2,126.85","2,132.82","2,123.65",,0.08%,"1,869.00"
07/21/2015,"2,119.21","2,127.55","2,128.49","2,115.40",,-0.43%,"1,868.00"
07/22/2015,"2,114.15","2,118.21","2,118.51","2,110.00",,-0.24%,"1,867.00"
07/23/2015,"2,102.15","2,114.16","2,116.87","2,098.63",,-0.57%,"1,866.00"
07/24/2015,"2,079.65","2,102.24","2,106.01","2,077.09",,-1.07%,"1,865.00"
07/27/2015,"2,067.64","2,078.19","2,078.19","2,063.52",,-0.58%,"1,864.00"
07/28/2015,"2,093.25","2,070.75","2,095.60","2,069.09",,1.24%,"1,863.00"
07/29/2015,"2,108.57","2,094.70","2,110.60","2,094.08",,0.73%,"1,862.00"
07/30/2015,"2,108.63","2,106.78","2,110.48","2,094.97",,0.00%,"1,861.00"
07/31/2015,"2,103.84","2,111.60","2,114.24","2,102.07",,-0.23%,"1,860.00"
08/03/2015,"2,098.04","2,104.49","2,105.70","2,087.31",,-0.28%,"1,859.00"
08/04/2015,"2,093.32","2,097.68","2,102.51","2,088.60",,-0.22%,"1,858.00"
08/05/2015,"2,099.84","2,095.27","2,112.66","2,095.27",,0.31%,"1,857.00"
08/06/2015,"2,083.56","2,100.75","2,103.32","2,075.53",,-0.78%,"1,856.00"
08/07/2015,"2,077.57","2,082.61","2,082.61","2,067.91",,-0.29%,"1,855.00"
08/10/2015,"2,104.18","2,080.98","2,105.35","2,080.98",,1.28%,"1,854.00"
08/11/2015,"2,084.07","2,102.66","2,102.66","2,076.49",,-0.96%,"1,853.00"
08/12/2015,"2,086.05","2,081.10","2,089.06","2,052.09",,0.10%,"1,852.00"
08/13/2015,"2,083.39","2,086.19","2,092.93","2,078.26",,-0.13%,"1,851.00"
08/14/2015,"2,091.54","2,083.15","2,092.45","2,080.61",,0.39%,"1,850.00"
08/17/2015,"2,102.44","2,089.70","2,102.87","2,079.30",,0.52%,"1,849.00"
08/18/2015,"2,096.92","2,101.99","2,103.47","2,094.14",,-0.26%,"1,848.00"
08/19/2015,"2,079.61","2,095.69","2,096.17","2,070.53",,-0.83%,"1,847.00"
08/20/2015,"2,035.73","2,076.61","2,076.61","2,035.73",,-2.11%,"1,846.00"
08/21/2015,"1,970.89","2,034.08","2,034.08","1,970.89",,-3.19%,"1,845.00"
08/24/2015,"1,893.21","1,965.15","1,965.15","1,867.01",,-3.94%,"1,844.00"
08/25/2015,"1,867.61","1,898.08","1,948.04","1,867.08",,-1.35%,"1,843.00"
08/26/2015,"1,940.51","1,872.75","1,943.09","1,872.75",,3.90%,"1,842.00"
08/27/2015,"1,987.66","1,942.77","1,989.60","1,942.77",,2.43%,"1,841.00"
08/28/2015,"1,988.87","1,986.06","1,993.48","1,975.19",,0.06%,"1,840.00"
08/31/2015,"1,972.18","1,986.73","1,986.73","1,965.98",,-0.84%,"1,839.00"
09/01/2015,"1,913.85","1,970.09","1,970.09","1,903.07",,-2.96%,"1,838.00"
09/02/2015,"1,948.86","1,916.52","1,948.91","1,916.52",,1.83%,"1,837.00"
09/03/2015,"1,951.13","1,950.79","1,975.01","1,944.72",,0.12%,"1,836.00"
09/04/2015,"1,921.22","1,947.76","1,947.76","1,911.21",,-1.53%,"1,835.00"
09/08/2015,"1,969.41","1,927.30","1,970.42","1,927.30",,2.51%,"1,834.00"
09/09/2015,"1,942.04","1,971.45","1,988.63","1,937.88",,-1.39%,"1,833.00"
09/10/2015,"1,952.29","1,941.59","1,965.29","1,937.19",,0.53%,"1,832.00"
