datetime,symbol,open,high,low,close,volume
2022-12-12 10:00:00,OANDA:EURUSD,1.05556,1.05606,1.05556,1.05596,229.0
2022-12-12 10:01:00,OANDA:EURUSD,1.05596,1.05597,1.05567,1.05574,209.0
2022-12-12 10:02:00,OANDA:EURUSD,1.05574,1.05575,1.05551,1.05561,217.0
2022-12-12 10:03:00,OANDA:EURUSD,1.05561,1.05564,1.05555,1.05556,100.0
2022-12-12 10:04:00,OANDA:EURUSD,1.05556,1.05556,1.05541,1.05552,124.0
2022-12-12 10:05:00,OANDA:EURUSD,1.05552,1.05607,1.0554,1.05597,168.0
2022-12-12 10:06:00,OANDA:EURUSD,1.05597,1.05626,1.05591,1.05624,147.0
2022-12-12 10:07:00,OANDA:EURUSD,1.05624,1.05652,1.05624,1.05644,167.0
2022-12-12 10:08:00,OANDA:EURUSD,1.05644,1.05654,1.05627,1.05653,145.0
2022-12-12 10:09:00,OANDA:EURUSD,1.05653,1.05682,1.05652,1.05672,165.0
2022-12-12 10:10:00,OANDA:EURUSD,1.05672,1.05688,1.05662,1.0568,178.0
2022-12-12 10:11:00,OANDA:EURUSD,1.0568,1.05698,1.05672,1.05698,117.0
2022-12-12 10:12:00,OANDA:EURUSD,1.05698,1.05746,1.05682,1.05746,198.0
2022-12-12 10:13:00,OANDA:EURUSD,1.05746,1.05803,1.05727,1.05785,222.0
2022-12-12 10:14:00,OANDA:EURUSD,1.05785,1.05786,1.05726,1.05739,213.0
2022-12-12 10:15:00,OANDA:EURUSD,1.05739,1.05752,1.05702,1.05706,172.0
2022-12-12 10:16:00,OANDA:EURUSD,1.05706,1.05706,1.05684,1.057,196.0
2022-12-12 10:17:00,OANDA:EURUSD,1.057,1.05701,1.05681,1.05684,128.0
2022-12-12 10:18:00,OANDA:EURUSD,1.05684,1.05716,1.05676,1.05706,131.0
2022-12-12 10:19:00,OANDA:EURUSD,1.05706,1.05708,1.05662,1.05666,165.0
2022-12-12 10:20:00,OANDA:EURUSD,1.05666,1.05675,1.05645,1.05646,154.0
2022-12-12 10:21:00,OANDA:EURUSD,1.05646,1.0565,1.05633,1.05642,148.0
2022-12-12 10:22:00,OANDA:EURUSD,1.05642,1.05674,1.05641,1.05658,180.0
2022-12-12 10:23:00,OANDA:EURUSD,1.05658,1.05662,1.0563,1.05636,133.0
2022-12-12 10:24:00,OANDA:EURUSD,1.05636,1.05644,1.05622,1.05622,91.0
2022-12-12 10:25:00,OANDA:EURUSD,1.05622,1.05632,1.05606,1.05606,109.0
2022-12-12 10:26:00,OANDA:EURUSD,1.05606,1.05636,1.05606,1.05616,170.0
2022-12-12 10:27:00,OANDA:EURUSD,1.05616,1.05632,1.0561,1.05626,164.0
2022-12-12 10:28:00,OANDA:EURUSD,1.05626,1.05632,1.05583,1.05586,142.0
2022-12-12 10:29:00,OANDA:EURUSD,1.05586,1.05588,1.05555,1.05556,156.0
2022-12-12 10:30:00,OANDA:EURUSD,1.05556,1.05559,1.05542,1.05556,166.0
2022-12-12 10:31:00,OANDA:EURUSD,1.05556,1.0556,1.05534,1.05542,199.0
2022-12-12 10:32:00,OANDA:EURUSD,1.05542,1.05549,1.0551,1.05542,179.0
2022-12-12 10:33:00,OANDA:EURUSD,1.05542,1.05559,1.05533,1.0554,154.0
2022-12-12 10:34:00,OANDA:EURUSD,1.0554,1.05543,1.05504,1.05512,158.0
2022-12-12 10:35:00,OANDA:EURUSD,1.05512,1.05515,1.05502,1.05509,145.0
2022-12-12 10:36:00,OANDA:EURUSD,1.05509,1.05518,1.05498,1.05498,139.0
2022-12-12 10:37:00,OANDA:EURUSD,1.05498,1.05508,1.05463,1.05466,165.0
2022-12-12 10:38:00,OANDA:EURUSD,1.05466,1.05468,1.05426,1.05461,150.0
2022-12-12 10:39:00,OANDA:EURUSD,1.05461,1.05465,1.05437,1.05439,178.0
2022-12-12 10:40:00,OANDA:EURUSD,1.05439,1.05457,1.05413,1.05457,227.0
2022-12-12 10:41:00,OANDA:EURUSD,1.05457,1.05457,1.05408,1.05408,198.0
2022-12-12 10:42:00,OANDA:EURUSD,1.05408,1.05445,1.05402,1.05432,180.0
2022-12-12 10:43:00,OANDA:EURUSD,1.05432,1.05436,1.05412,1.05433,184.0
2022-12-12 10:44:00,OANDA:EURUSD,1.05433,1.05466,1.05433,1.05466,214.0
2022-12-12 10:45:00,OANDA:EURUSD,1.05466,1.05466,1.05435,1.05441,169.0
2022-12-12 10:46:00,OANDA:EURUSD,1.05441,1.05458,1.05432,1.05454,162.0
2022-12-12 10:47:00,OANDA:EURUSD,1.05454,1.05462,1.05434,1.05452,161.0
2022-12-12 10:48:00,OANDA:EURUSD,1.05452,1.05452,1.05411,1.05421,159.0
2022-12-12 10:49:00,OANDA:EURUSD,1.05421,1.05426,1.05396,1.05404,218.0
2022-12-12 10:50:00,OANDA:EURUSD,1.05404,1.05406,1.0535,1.05358,238.0
