,Close,MA10,MACD,ROC,Momentum,RSI,BOLU,BOLD,CCI
0,1.31954,,0.0,,,,,,
1,1.31857,,-7.73789173789119e-05,-0.0007351046576836742,,0.0,,,
2,1.30484,,-0.0012323922695431921,-0.010412795680168683,,0.0,,,
3,1.3067799999999998,,-0.0019685150694492837,0.0014867723245760636,-0.012760000000000105,12.86241853248994,,,
4,1.3115700000000001,,-0.002140707974567224,0.003665498400649149,-0.006999999999999895,35.59054106226063,,,
5,1.30809,,-0.0025288282509463578,-0.0026533086301151667,0.003249999999999975,29.400259006566017,,,
6,1.30639,,-0.002939705068611742,-0.0012996047672561024,-0.00038999999999989043,26.864106230720125,,,
7,1.3271600000000001,,-0.0015712500959150777,0.01589877448541414,0.015589999999999993,66.31286729595887,,,
8,1.3342399999999999,,8.359354475517833e-05,0.0053346996594229425,0.026149999999999896,72.0275000772624,,,
9,1.33789,1.3175069999999998,0.0016703389208385655,0.0027356397649599424,0.031500000000000083,74.50491028469983,,,
10,1.3305,1.318603,0.0023049646266493085,-0.005523623018334847,0.0033399999999998986,62.126791853496535,,,
11,1.3288799999999998,1.319634,0.0026466803263396343,-0.001217587373168115,-0.005360000000000031,59.710504692738766,,,
12,1.33736,1.322886,0.0035607119391873887,0.006381313587382056,-0.0005299999999999194,67.14301689890935,,,
13,1.3318,1.3253879999999998,0.003792722895815226,-0.004157444517556985,0.0013000000000000789,59.18843930831524,,,
14,1.33123,1.327354,0.003885805863021341,-0.00042799219101980883,0.0023500000000000743,58.400325219299624,,,
15,1.33215,1.3297599999999998,0.003987841739174103,0.000691090194782293,-0.005210000000000159,59.37053089870628,,,
16,1.33174,1.3322949999999998,0.003989632334574056,-0.00030777314866946027,-6.000000000017103e-05,58.692715238703286,,,
17,1.33766,1.333345,0.004417820039407605,0.004445312148016991,0.006430000000000158,65.08738829222429,,,
18,1.3458700000000001,1.334508,0.005357877984340842,0.006137583541408168,0.013720000000000176,71.8115960535371,,,
19,1.34554,1.335273,0.006007007394367436,-0.00024519455816695776,0.013800000000000034,71.19915835123672,1.3500389369106853,1.3014707297559818,121.28551360696632
20,1.34913,1.3371359999999999,0.006733510409125065,0.002668073784502863,0.01146999999999987,73.8906969795006,1.352856534025332,1.3013727993080018,118.65944220023596
21,1.35667,1.339915,0.00782745424793374,0.005588786847820523,0.01079999999999992,78.56532208896435,1.3569711107608846,1.300570222572449,149.9403950623033
22,1.35776,1.341955,0.008682282563263088,0.0008034378293911087,0.01222000000000012,79.16451647406765,1.360441493661739,1.3018555063382615,158.05184459440673
23,1.36391,1.345166,0.009743674746916842,0.004529519208107381,0.014780000000000015,82.27143865706614,1.3641832075452958,1.3040104591213715,181.15190673905042
24,1.3512899999999999,1.347172,0.009457487144401533,-0.009252809936139536,-0.005380000000000162,61.39696888002052,1.3655365897732967,1.3074024102267037,115.40448136868496
25,1.3583100000000001,1.349788,0.009685488457024771,0.0051950358546279845,0.0005500000000000504,66.63004685408984,1.365970811168359,1.3115055221649747,95.23366375074758
26,1.3521299999999998,1.3518270000000001,0.009260754574241803,-0.004549771407116414,-0.011780000000000124,58.8292659242596,1.3646945499196594,1.3175031167470077,80.40063004014686
27,1.33964,1.352025,0.007826096921643044,-0.009237277480715532,-0.011649999999999938,46.582482306166625,1.363792770234576,1.3209428964320915,16.902404936292406
28,1.3366200000000001,1.3511000000000002,0.0063719794226364534,-0.0022543369860558065,-0.021689999999999987,44.11519989943866,1.363661594232142,1.3217157391011922,-31.81529082814727
29,1.3406,1.3506060000000002,0.005477591303213902,0.0029776600679324505,-0.011529999999999818,48.13757591213638,1.3636835834476064,1.3219340832190614,-22.848771117152435
30,1.34534,1.350227,0.005092556835823325,0.0035357302700283204,0.005700000000000038,52.64764606805492,1.3636606604863315,1.3230300061803362,-2.0972604535380963
31,1.3450799999999998,1.3490680000000002,0.004712116078342765,-0.00019325969643372605,0.00845999999999969,52.370080097737514,1.3634718434436992,1.324974489889635,19.204010851271768
32,1.33629,1.346921,0.0036591540480848117,-0.006534927290569969,-0.004310000000000036,43.71300903420489,1.3633475277982758,1.3254404722017252,-55.797375991023095
33,1.33618,1.3441480000000001,0.0027837091064513153,-8.23174610302064e-05,-0.009160000000000057,43.61276404881136,1.3632232040138446,1.325779462652823,-78.04947438797453
34,1.3350899999999999,1.342528,0.0019791444472634367,-0.0008157583559101584,-0.009989999999999943,42.538706534552006,1.3629650823943604,1.3263929176056404,-84.35807860262298
35,1.3388,1.3405770000000001,0.0016221875838282607,0.002778838879775972,0.0025100000000000122,47.434464315271285,1.3626381595844144,1.327228840415586,-70.88399455004664
36,1.328,1.3381640000000001,0.0004624955958512089,-0.008066925605019362,-0.008179999999999854,37.18650811452542,1.362482770095418,1.3275442299045825,-110.8922943356338
37,1.31887,1.3360870000000002,-0.001179684686419824,-0.006875000000000062,-0.0162199999999999,30.91325862324551,1.3642317451452735,1.324406588188061,-192.15718982186655
38,1.31902,1.3343270000000003,-0.002440883657584658,0.00011373372659935741,-0.01977999999999991,31.125360480690603,1.3658464072481873,1.3204325927518135,-173.16471949173905
39,1.30617,1.3308840000000002,-0.004426257396729749,-0.009742081242134333,-0.021830000000000016,24.08661961989047,1.367524628955515,1.3156530377111528,-173.75579483764295
40,1.30606,1.3269560000000002,-0.0059400828915390225,-8.421568402279527e-05,-0.012809999999999988,24.03492202345079,1.3695208995304697,1.309640767136198,-186.27741483352702
41,1.31375,1.3238230000000004,-0.006444987961357729,0.005887937767024467,-0.005270000000000108,34.89000837301599,1.3689890121561004,1.3058039878439007,-142.7466866165896
