,Close,MA10,MACD,ROC,Momentum,RSI,BOLU,BOLD,CCI,Inflation_Rate_EU,Inflation_Rate_USA,Interest_Rate_EU,Interest_Rate_GER,Funds_Rate_FED,Close_S&P500,Close_DAX
710,1.29166,1.30365,-0.012514128,-0.001576873,-0.00339,21.51503143,1.34662992,1.286193747,-133.5304086,0.8,1.7,2.97,1.8,0.08,1782.22,9077.110352
711,1.29235,1.301068,-0.012554681,0.000534196,0.00291,23.04177707,1.34450309,1.283825577,-116.7996192,0.8,1.7,2.97,1.8,0.09,1775.5,9017
712,1.29616,1.299373,-0.012139449,0.002948118,0.00246,31.2472505,1.341155526,1.282778808,-90.26074805,0.8,1.7,2.97,1.8,0.08,1775.32,9006.459961
713,1.29397,1.29749,-0.011850484,-0.001689606,0.00231,29.25507988,1.337568274,1.282051392,-83.42807888,0.8,1.7,2.97,1.8,0.08,1775.32,9006.459961
714,1.29593,1.295754,-0.011332686,0.001514718,0.00358,33.47285166,1.334126077,1.28175859,-65.24458828,0.8,1.7,2.97,1.8,0.08,1775.32,9006.459961
715,1.28644,1.292902,-0.011554893,-0.007322926,-0.00972,25.34398002,1.331655042,1.280427624,-87.93714878,0.8,1.7,2.97,1.8,0.09,1786.54,9163.55957
716,1.29214,1.292684,-0.011142606,0.004430832,-0.00183,35.75602615,1.328834621,1.279499379,-82.61750378,0.8,1.7,2.97,1.8,0.09,1781,9085.120117
717,1.28281,1.29146,-0.011436882,-0.00722058,-0.01312,28.52152923,1.326079674,1.278347659,-95.07325617,0.8,1.7,2.97,1.8,0.09,1810.65,9181.75
718,1.28488,1.291004,-0.011371976,0.001613645,-0.00156,31.91732746,1.324135108,1.276781559,-99.20806781,0.8,1.7,2.97,1.8,0.09,1809.6,9335.740234
719,1.28464,1.290098,-0.011210675,-0.000186788,-0.0075,31.72317555,1.321828005,1.275901995,-82.54386688,0.8,1.7,2.97,1.8,0.09,1818.32,9400.179688
720,1.278,1.288732,-0.011486229,-0.005168763,-0.00481,26.72562355,1.319388608,1.274550392,-117.5467995,0.8,1.7,2.97,1.8,0.09,1818.32,9400.179688
721,1.27502,1.286999,-0.011808942,-0.002331768,-0.00986,24.77904926,1.316896533,1.272603134,-161.5618921,0.8,1.7,2.97,1.8,0.09,1818.32,9400.179688
722,1.2682,1.284203,-0.012471251,-0.005348936,-0.01644,20.9068527,1.314934282,1.270103385,-180.4099044,0.8,1.7,2.97,1.8,0.09,1827.99,9488.820313
723,1.26848,1.281654,-0.012825695,0.000220785,-0.00952,21.46668485,1.312910139,1.267696528,-175.0606344,0.8,1.7,2.97,1.8,0.08,1833.32,9488.820313
724,1.263,1.278361,-0.013394383,-0.004320131,-0.01202,18.60324708,1.310890223,1.264794444,-184.8059597,0.8,1.7,2.97,1.8,0.08,1833.32,9488.820313
725,1.26223,1.27594,-0.013748718,-0.00060966,-0.00597,18.22373311,1.307581573,1.262816427,-170.40163,0.8,1.7,2.97,1.8,0.08,1842.02,9488.820313
726,1.26685,1.273411,-0.013501103,0.003660189,-0.00163,28.01402519,1.306170229,1.260773437,-117.4869509,0.8,1.7,2.97,1.8,0.08,1841.4,9589.389648
727,1.25145,1.270275,-0.014381734,-0.012156135,-0.01155,19.40823648,1.30640435,1.256638317,-151.9967499,0.8,1.7,2.97,1.8,0.08,1841.4,9589.389648
728,1.26546,1.268333,-0.013790186,0.011195014,0.00323,38.50399696,1.305981098,1.254073568,-106.0531491,0.8,1.7,2.97,1.8,0.08,1841.4,9589.389648
729,1.26687,1.266556,-0.013057091,0.001114219,2.00E-05,40.09135275,1.304868808,1.252453859,-78.10065891,0.8,1.7,2.97,1.8,0.08,1841.07,9552.160156
730,1.27333,1.266089,-0.011818602,0.005099181,0.02188,47.04914227,1.303260063,1.25186727,-41.62288219,0.8,1.7,2.97,1.8,0.07,1848.36,9552.160156
731,1.26902,1.265489,-0.011057409,-0.003384826,0.00356,43.31949784,1.301402719,1.251635614,-29.46264899,0.8,1.6,2.87,1.76,0.07,1848.36,9552.160156
732,1.26268,1.264937,-0.010840777,-0.004995981,-0.00419,38.35062742,1.298864984,1.25116835,-62.9339329,0.8,1.6,2.87,1.76,0.08,1831.98,9400.040039
733,1.27514,1.265603,-0.009553549,0.0098679,0.00181,50.69914862,1.296100654,1.251637346,-19.32015766,0.8,1.6,2.87,1.76,0.08,1831.37,9435.150391
734,1.26575,1.265878,-0.009185225,-0.007363897,-0.00327,43.41712055,1.292392168,1.252641498,-29.26432895,0.8,1.6,2.87,1.76,0.08,1831.37,9435.150391
735,1.28374,1.268029,-0.007356878,0.014212917,0.02106,56.66656948,1.290366922,1.253503078,55.62732176,0.8,1.6,2.87,1.76,0.08,1831.37,9435.150391
736,1.28086,1.26943,-0.006070316,-0.002243445,0.00572,54.40069407,1.288290045,1.254490622,69.87563172,0.8,1.6,2.87,1.76,0.08,1826.77,9428
737,1.27589,1.271874,-0.005389616,-0.003880205,0.01014,50.52676231,1.286795544,1.255168456,72.48208145,0.8,1.6,2.87,1.76,0.07,1837.88,9506.200195
738,1.28,1.273328,-0.004467021,0.003221281,-0.00374,53.56509292,1.285646425,1.255701908,83.00649129,0.8,1.6,2.87,1.76,0.07,1837.49,9497.839844
739,1.27157,1.273798,-0.004365762,-0.006585937,-0.00929,46.98851912,1.283517881,1.256763786,66.28824754,0.8,1.6,2.87,1.76,0.07,1838.13,9421.610352
740,1.26483,1.272948,-0.00477434,-0.005300534,-0.01106,42.36747389,1.282007964,1.256965036,-25.55544817,0.8,1.6,2.87,1.76,0.07,1842.37,9473.240234
741,1.26457,1.272503,-0.005060783,-0.000205561,-0.01543,42.18963564,1.281486093,1.256505574,-58.00256706,0.8,1.6,2.87,1.76,0.07,1842.37,9473.240234
742,1.26688,1.272923,-0.005043258,0.001826708,-0.00469,44.48981349,1.281301511,1.256289489,-27.93386263,0.8,1.6,2.87,1.76,0.07,1842.37,9473.240234
743,1.2698,1.272389,-0.00473912,0.002304875,0.00497,47.42773865,1.281345428,1.256324572,9.357253485,0.8,1.6,2.87,1.76,0.07,1819.2,9510.169922
744,1.27342,1.273156,-0.004158053,0.002850843,0.00885,51.0000315,1.281668836,1.256935498,45.57544813,0.8,1.6,2.87,1.76,0.07,1838.88,9540.509766
745,1.26311,1.271093,-0.004477867,-0.008096308,-0.00377,41.97431654,1.281484051,1.257742949,-26.04951986,0.8,1.6,2.87,1.76,0.07,1848.38,9733.80957
746,1.26129,1.269136,-0.004822588,-0.001440888,-0.00851,40.56617772,1.281821473,1.256801194,-122.2550113,0.8,1.6,2.87,1.76,0.07,1845.89,9717.709961
747,1.25224,1.266771,-0.005759648,-0.007175194,-0.02118,34.22290489,1.282184539,1.256224128,-192.8623421,0.8,1.6,2.87,1.76,0.07,1838.7,9742.959961
748,1.2522,1.263991,-0.006431365,-3.19E-05,-0.01091,34.19664447,1.283340157,1.254161843,-195.0461049,0.8,1.6,2.87,1.76,0.07,1838.7,9742.959961
749,1.24811,1.261645,-0.007210616,-0.003266251,-0.01318,31.4545111,1.285066304,1.250770029,-204.0134882,0.8,1.6,2.87,1.76,0.07,1838.7,9742.959961
750,1.2546,1.260622,-0.007221246,0.005199862,0.00236,39.94500741,1.285306628,1.248859705,-124.6501034,0.8,1.6,2.87,1.76,0.07,1838.7,9715.900391
751,1.24857,1.259022,-0.007628308,-0.004806313,-0.00363,35.41617768,1.285512876,1.246534458,-129.6372766,0.8,1.6,2.87,1.76,0.07,1843.8,9730.120117
752,1.23746,1.25608,-0.008746566,-0.00889818,-0.01065,28.74453209,1.286941416,1.242854251,-159.0000637,0.8,1.6,2.87,1.76,0.07,1844.86,9720.110352
753,1.24533,1.253633,-0.008895211,0.006359802,-0.00927,37.9453009,1.28732898,1.239627687,-132.3423309,0.8,1.6,2.87,1.76,0.07,1828.46,9631.040039
754,1.24206,1.250497,-0.009171157,-0.00262581,-0.00651,35.81054898,1.287305201,1.237261466,-102.7555556,0.8,1.6,2.87,1.76,0.07,1790.29,9392.019531
755,1.24746,1.248932,-0.008852069,0.004347616,0.01,41.81663745,1.285545889,1.235752111,-88.91055181,0.8,1.6,2.87,1.76,0.07,1790.29,9392.019531
756,1.2438,1.247183,-0.00879316,-0.002933962,-0.00153,39.06399659,1.283302995,1.234648338,-82.95419259,0.8,1.6,2.87,1.76,0.07,1790.29,9392.019531
757,1.24765,1.246724,-0.008339676,0.003095353,0.00559,43.4173215,1.280657601,1.234144065,-68.60365561,0.8,1.6,2.87,1.76,0.07,1781.56,9349.219727
758,1.25249,1.246753,-0.007503246,0.003879293,0.00503,48.55140317,1.277370102,1.234503898,-47.77657043,0.8,1.6,2.87,1.76,0.07,1792.5,9406.910156
759,1.24496,1.246438,-0.007363101,-0.006012024,0.00116,41.96860015,1.274198338,1.235015329,-42.66708793,0.8,1.6,2.87,1.76,0.07,1774.2,9336.730469
760,1.25362,1.24634,-0.006478564,0.006956047,0.00597,50.53818072,1.27249832,1.235047347,-24.8786958,0.8,1.6,2.87,1.76,0.07,1794.19,9373.480469
761,1.25537,1.24702,-0.00557212,0.001395957,0.00288,52.12554998,1.27141045,1.235230217,19.67508369,0.8,1.6,2.87,1.76,0.07,1782.59,9306.480469
762,1.25389,1.248663,-0.004916505,-0.001178935,0.00893,50.59961425,1.269720364,1.235649969,12.77287663,0.7,1.6,2.72,1.56,0.07,1782.59,9306.480469
763,1.23871,1.248001,-0.005557759,-0.012106325,-0.01491,37.94153009,1.266942207,1.23590646,-80.8213393,0.7,1.6,2.72,1.56,0.07,1782.59,9306.480469
764,1.24421,1.248216,-0.005558083,0.004440103,-0.01116,43.6195596,1.262477912,1.237255421,-111.2236401,0.7,1.6,2.72,1.56,0.07,1741.89,9186.519531
765,1.2474,1.24821,-0.005240524,0.002563876,-0.00649,46.75883636,1.258450939,1.239050394,-54.12938561,0.7,1.6,2.72,1.56,0.07,1755.2,9127.910156
766,1.25055,1.248885,-0.004680721,0.002525253,0.01184,49.82413884,1.256450693,1.239986307,21.09215549,0.7,1.6,2.72,1.56,0.07,1751.64,9116.320313
767,1.24669,1.248789,-0.004496708,-0.003086642,0.00248,46.20234243,1.255701196,1.240166804,11.49939049,0.7,1.6,2.72,1.56,0.07,1773.43,9256.580078
768,1.24497,1.248037,-0.004438501,-0.001379653,-0.00243,44.59728247,1.25517448,1.240026186,-43.25705088,0.7,1.6,2.72,1.56,0.06,1797.02,9301.919922
769,1.24689,1.24823,-0.004189154,0.001542206,-0.00366,46.88587042,1.255122856,1.239946144,-21.46521629,0.7,1.6,2.72,1.56,0.06,1797.02,9301.919922
770,1.23827,1.246695,-0.004633692,-0.0069132,-0.00842,38.87514127,1.254478246,1.239364421,-122.7367203,0.7,1.6,2.72,1.56,0.06,1797.02,9301.919922
771,1.2311,1.244268,-0.005501138,-0.005790337,-0.01387,33.57365048,1.255476679,1.236675654,-244.8220761,0.7,1.6,2.72,1.56,0.07,1799.84,9289.860352
772,1.23786,1.242665,-0.00557881,0.005491024,-0.00903,41.87709643,1.255880589,1.235744078,-156.8631,0.7,1.6,2.72,1.56,0.06,1819.75,9478.769531
773,1.22825,1.241619,-0.006342697,-0.007763398,-0.01002,34.97196175,1.257039297,1.233471369,-214.2831084,0.7,1.6,2.72,1.56,0.07,1819.26,9540
774,1.23172,1.24037,-0.006592094,0.002825158,0.00062,39.006926,1.257996543,1.231047457,-182.3145968,0.7,1.6,2.72,1.56,0.06,1829.83,9596.769531
775,1.23738,1.239368,-0.006260857,0.0045952,-0.00048,45.17260739,1.25793938,1.23025562,-82.6641823,0.7,1.6,2.72,1.56,0.06,1838.63,9662.400391
776,1.24476,1.238789,-0.005341274,0.005964215,0.01651,52.17649798,1.257798976,1.230071691,-23.36292534,0.7,1.6,2.72,1.56,0.06,1838.63,9662.400391
777,1.24099,1.238219,-0.004860675,-0.003028696,0.00927,48.64906526,1.25756228,1.22991072,-14.41896683,0.7,1.6,2.72,1.56,0.06,1838.63,9662.400391
778,1.24595,1.238317,-0.004033075,0.003996809,0.00857,53.26755645,1.257120748,1.229882919,9.678365332,0.7,1.6,2.72,1.56,0.06,1838.63,9656.759766
779,1.24363,1.237991,-0.003523781,-0.001862033,-0.00113,50.88886386,1.256650009,1.229878324,13.33692364,0.7,1.6,2.72,1.56,0.07,1840.76,9659.780273
780,1.25101,1.239265,-0.002495886,0.005934241,0.01002,57.58362335,1.256592738,1.229899929,91.77359322,0.7,1.6,2.72,1.56,0.07,1828.75,9660.049805
781,1.23415,1.23957,-0.003007069,-0.01347711,-0.0118,42.78034311,1.254630375,1.230241625,-43.52837979,0.7,1.6,2.72,1.56,0.07,1839.78,9618.849609
782,1.22861,1.238645,-0.003815238,-0.004488919,-0.01502,39.10961515,1.253361582,1.229130085,-148.5233478,0.7,1.6,2.72,1.56,0.07,1836.25,9656.950195
783,1.22265,1.238085,-0.004880382,-0.00485101,-0.02836,35.47146174,1.254210833,1.2263425,-175.0576223,0.7,1.6,2.72,1.56,0.07,1836.25,9656.950195
784,1.22289,1.237202,-0.005640134,0.000196295,-0.01126,35.73892733,1.255015018,1.223768649,-154.484971,0.7,1.6,2.72,1.56,0.07,1836.25,9656.950195
785,1.21716,1.23518,-0.0066282,-0.004685622,-0.01145,32.19852271,1.255697732,1.220482935,-166.4626356,0.7,1.6,2.72,1.56,0.07,1847.61,9708.94043
786,1.21953,1.232657,-0.007137731,0.001947156,-0.00312,35.15086552,1.255169697,1.218025969,-143.2090598,0.7,1.6,2.72,1.56,0.07,1845.12,9699.349609
787,1.22273,1.230831,-0.007200324,0.002623962,-0.00016,39.12743308,1.254094139,1.216393194,-111.5940099,0.7,1.6,2.72,1.56,0.07,1845.16,9661.730469
788,1.21777,1.228013,-0.007562979,-0.004056497,0.00061,35.38999605,1.253398575,1.214442758,-115.6670953,0.7,1.6,2.72,1.56,0.07,1854.29,9588.330078
789,1.21518,1.225168,-0.007967532,-0.002126838,-0.00435,33.53166443,1.252333126,1.212577207,-116.8200399,0.7,1.6,2.72,1.56,0.06,1859.45,9692.080078
790,1.21547,1.221614,-0.008170558,0.000238648,-0.00726,33.96306956,1.251922141,1.210421859,-115.4774648,0.5,1.7,2.58,1.51,0.06,1859.45,9692.080078
791,1.20971,1.21917,-0.008695999,-0.004738908,-0.00806,29.70783521,1.252414054,1.207799613,-122.5576286,0.5,1.7,2.58,1.51,0.06,1859.45,9692.080078
792,1.20976,1.217285,-0.00900458,4.13E-05,-0.00542,29.79267585,1.25246766,1.205005006,-121.2022625,0.5,1.7,2.58,1.51,0.07,1845.73,9358.889648
793,1.20017,1.215037,-0.009908745,-0.007927192,-0.0153,23.6972829,1.253412317,1.201270017,-138.2617284,0.5,1.7,2.58,1.51,0.07,1873.91,9589.150391
794,1.19324,1.212072,-0.011057036,-0.005774182,-0.01647,20.35372916,1.255553025,1.195355975,-173.5720326,0.5,1.7,2.58,1.51,0.08,1873.81,9542.019531
795,1.1889,1.209246,-0.012176899,-0.003637156,-0.02086,18.53405287,1.256181576,1.19015609,-158.8920159,0.5,1.7,2.58,1.51,0.08,1877.03,9542.870117
796,1.1839,1.205683,-0.013314377,-0.004205568,-0.01627,16.63078208,1.256137511,1.184466489,-171.7646417,0.5,1.7,2.58,1.51,0.08,1878.04,9350.75
797,1.17919,1.201329,-0.014429559,-0.003978377,-0.01405,15.01674205,1.25556519,1.178767143,-168.3922106,0.5,1.7,2.58,1.51,0.08,1878.04,9350.75
798,1.18406,1.197958,-0.014750348,0.004129954,-0.00484,23.5416923,1.253280563,1.174787104,-137.691635,0.5,1.7,2.58,1.51,0.08,1878.04,9350.75
799,1.18335,1.194775,-0.014890221,-0.000599632,-0.00055,23.16526371,1.249850141,1.172087192,-115.4849788,0.5,1.7,2.58,1.51,0.08,1877.17,9265.5
800,1.17727,1.190955,-0.015315134,-0.005137956,-0.00192,20.1062665,1.244126511,1.170715489,-113.9870061,0.5,1.7,2.58,1.51,0.08,1867.63,9307.790039
801,1.1789,1.187874,-0.015343483,0.001384559,-0.00516,23.12997801,1.240060669,1.168729331,-103.8083766,0.5,1.7,2.58,1.51,0.08,1868.2,9188.69043
802,1.16301,1.183199,-0.016458417,-0.013478667,-0.02034,16.40492548,1.238466846,1.16394282,-134.1727104,0.5,1.7,2.58,1.51,0.08,1846.34,9017.790039
803,1.15626,1.178808,-0.017682842,-0.005803905,-0.02101,14.42530141,1.238258952,1.157225715,-152.1918073,0.5,1.7,2.58,1.51,0.08,1841.13,9056.410156
804,1.16069,1.175553,-0.018087246,0.003831318,-0.01821,21.3465388,1.236370993,1.152710674,-123.6551222,0.5,1.7,2.58,1.51,0.08,1841.13,9056.410156
805,1.15483,1.172146,-0.018665428,-0.005048721,-0.00818,19.07857704,1.23467768,1.148143986,-122.7162956,0.5,1.7,2.58,1.51,0.08,1841.13,9056.410156
806,1.16097,1.169853,-0.018415907,0.0053168,0.00471,27.98602492,1.231669614,1.145305053,-98.28054968,0.5,1.7,2.58,1.51,0.08,1858.83,9180.889648
807,1.13649,1.165583,-0.019963367,-0.021085816,-0.0242,18.81249177,1.229105558,1.140165442,-145.7270697,0.5,1.7,2.58,1.51,0.08,1872.25,9242.549805
808,1.1202,1.159197,-0.022247749,-0.014333606,-0.03463,15.14253352,1.228896948,1.130768052,-196.1469743,0.5,1.7,2.58,1.51,0.08,1860.77,9277.049805
809,1.12387,1.153249,-0.023491207,0.003276201,-0.0371,19.09347693,1.227242147,1.12281052,-169.7052993,0.5,1.7,2.58,1.51,0.08,1872.01,9296.120117
810,1.13804,1.149326,-0.02306735,0.01260822,0.00155,32.56346657,1.222587377,1.11933429,-113.2975368,0.5,1.7,2.58,1.51,0.08,1866.52,9342.94043
811,1.12865,1.144301,-0.023221453,-0.008251028,0.00845,29.00757594,1.217652897,1.116207769,-109.6587772,0.5,1.7,2.58,1.51,0.08,1866.52,9342.94043
812,1.13195,1.141195,-0.022814308,0.002923847,0.00808,31.91093643,1.211958032,1.114092968,-99.17134709,0.5,1.7,2.58,1.51,0.08,1866.52,9342.94043
813,1.1285,1.138419,-0.022510542,-0.003047838,-0.00954,30.46371665,1.206482861,1.112292806,-92.54894064,0.5,1.7,2.58,1.51,0.09,1857.44,9188.769531
814,1.13412,1.135762,-0.021567699,0.004980062,0.00547,35.73867828,1.20224759,1.110592077,-76.62925591,0.5,1.7,2.58,1.51,0.09,1865.62,9338.400391
815,1.14794,1.135073,-0.019480769,0.012185659,0.01599,46.77138798,1.197223551,1.110895115,-34.20278006,0.5,1.7,2.58,1.51,0.08,1852.56,9448.580078
816,1.13428,1.132404,-0.018713393,-0.011899577,0.00578,39.35154849,1.193038415,1.110431585,-49.07309052,0.5,1.7,2.58,1.51,0.08,1849.04,9451.209961
817,1.14769,1.133524,-0.016829171,0.011822478,0.01357,48.29811156,1.189264198,1.110492135,-27.71323461,0.5,1.7,2.58,1.51,0.08,1857.62,9587.19043
818,1.13128,1.134632,-0.016470203,-0.014298286,-0.01666,40.2291962,1.184559092,1.110732575,-44.37518242,0.5,1.7,2.58,1.51,0.08,1857.62,9587.19043
819,1.13233,1.135478,-0.015917505,0.000928152,-0.00195,40.93078782,1.178796665,1.111370668,-62.30612695,0.5,1.7,2.58,1.51,0.08,1857.62,9587.19043
820,1.13203,1.134877,-0.015327015,-0.00026494,-0.01566,40.77883124,1.172909714,1.112434953,-60.37835239,0.5,1.7,2.58,1.51,0.06,1872.34,9555.910156
821,1.1335,1.135362,-0.014572449,0.001298552,0.00222,41.95213176,1.165922542,1.114753458,-50.90224036,0.7,1.8,2.46,1.46,0.08,1885.52,9603.709961
822,1.14027,1.136194,-0.013275139,0.005972651,0.00794,47.29542969,1.161542113,1.116259554,-9.438984993,0.7,1.8,2.46,1.46,0.09,1890.9,9623.360352
823,1.13877,1.137221,-0.012227103,-0.001315478,0.00674,46.24740724,1.159444064,1.116821269,17.9210309,0.7,1.8,2.46,1.46,0.08,1888.77,9628.820313
824,1.13533,1.137342,-0.011541068,-0.003020803,0.00183,43.77563452,1.15579922,1.11814778,-2.437669934,0.7,1.8,2.46,1.46,0.08,1865.09,9695.769531
825,1.14111,1.136659,-0.010410972,0.005091031,0.00084,48.87676421,1.152656026,1.119550974,36.32666207,0.7,1.8,2.46,1.46,0.08,1865.09,9695.769531
826,1.13967,1.137198,-0.009521797,-0.001261929,0.0009,47.67929657,1.147021953,1.122903047,44.1698719,0.7,1.8,2.46,1.46,0.08,1865.09,9695.769531
827,1.13681,1.13611,-0.008944787,-0.002509498,0.00148,45.23370178,1.146138194,1.123259806,63.47219224,0.7,1.8,2.46,1.46,0.09,1845.04,9510.849609
828,1.13773,1.136755,-0.008317389,0.000809282,-0.00338,46.21965772,1.145471794,1.125244206,13.83207662,0.7,1.8,2.46,1.46,0.08,1851.96,9490.790039
829,1.1334,1.136862,-0.008076466,-0.003805824,-0.00627,42.24268011,1.143759508,1.128267159,-36.75589293,0.7,1.8,2.46,1.46,0.08,1872.18,9506.349609
830,1.13393,1.137052,-0.00775339,0.00046762,-0.00288,42.91075658,1.143776791,1.128113543,-60.34023806,0.7,1.8,2.46,1.46,0.08,1833.08,9454.540039
831,1.13604,1.137306,-0.007243591,0.001860785,-0.00169,45.68961303,1.143740285,1.128615048,-0.373119881,0.7,1.8,2.46,1.46,0.09,1815.69,9315.290039
832,1.11974,1.135253,-0.008061912,-0.014348086,-0.01366,32.22557914,1.144587617,1.127139049,-198.3767459,0.7,1.8,2.46,1.46,0.09,1815.69,9315.290039
833,1.1197,1.133346,-0.008614364,-3.57E-05,-0.01423,32.19970658,1.146154013,1.124542321,-237.0675577,0.7,1.8,2.46,1.46,0.09,1815.69,9315.290039
834,1.11933,1.131746,-0.008978544,-0.000330446,-0.01671,31.93618208,1.14748637,1.121836963,-203.837734,0.7,1.8,2.46,1.46,0.09,1830.61,9339.169922
835,1.11828,1.129463,-0.00924531,-0.000938061,-0.00146,31.13278162,1.147081404,1.11976793,-170.7632916,0.7,1.8,2.46,1.46,0.1,1842.98,9173.709961
836,1.11755,1.127251,-0.00940719,-0.000652788,-0.00215,30.53931082,1.147405796,1.117458204,-154.369309,0.7,1.8,2.46,1.46,0.09,1862.31,9317.820313
837,1.10774,1.124344,-0.010209378,-0.008778131,-0.01159,23.77279237,1.147769643,1.113911023,-187.6530944,0.7,1.8,2.46,1.46,0.09,1864.85,9409.709961
838,1.10293,1.120864,-0.01110523,-0.004342174,-0.01535,21.21227963,1.149421142,1.108995525,-192.1983484,0.7,1.8,2.46,1.46,0.1,1864.85,9409.709961
839,1.0844,1.115964,-0.01315873,-0.016800704,-0.03315,14.51865912,1.153405059,1.100886941,-225.3050912,0.7,1.8,2.46,1.46,0.1,1864.85,9409.709961
840,1.08512,1.111083,-0.014560205,0.000663962,-0.02262,15.66756108,1.15656751,1.09319749,-199.937411,0.7,1.8,2.46,1.46,0.1,1864.85,9409.709961
841,1.06974,1.104453,-0.016719193,-0.014173548,-0.03319,11.87834806,1.1602526,1.083789733,-204.3916473,0.7,1.8,2.46,1.46,0.1,1871.89,9409.709961
842,1.05466,1.097945,-0.019423138,-0.014096883,-0.02974,9.401283749,1.164380505,1.071818495,-214.8680942,0.7,1.8,2.46,1.46,0.1,1879.55,9600.089844
843,1.06338,1.092313,-0.020624655,0.008268067,-0.02174,20.10584512,1.165533171,1.062669495,-168.4483175,0.7,1.8,2.46,1.46,0.1,1875.39,9544.19043
844,1.04943,1.085323,-0.022443796,-0.013118547,-0.02031,16.61611704,1.166648922,1.053186411,-157.2627309,0.7,1.8,2.46,1.46,0.1,1878.61,9548.679688
845,1.05667,1.079162,-0.02303573,0.006898983,0.00201,24.20267823,1.165480352,1.045934648,-128.4778739,0.7,1.8,2.46,1.46,0.09,1863.4,9401.549805
846,1.05972,1.073379,-0.022993675,0.002886426,-0.00366,27.29883528,1.162776466,1.040815534,-101.2962182,0.7,1.8,2.46,1.46,0.09,1863.4,9401.549805
847,1.08617,1.071222,-0.020588718,0.024959423,0.03674,47.83202529,1.157978484,1.039958183,-40.67050366,0.7,1.8,2.46,1.46,0.09,1863.4,9401.549805
848,1.06585,1.067514,-0.020090833,-0.018707937,0.00918,38.54048437,1.153252388,1.038366279,-57.6850223,0.7,1.8,2.46,1.46,0.09,1869.43,9446.360352
849,1.0816,1.067234,-0.018215385,0.014776939,0.02188,47.34877784,1.148110763,1.037913571,-39.38962141,0.7,1.8,2.46,1.46,0.1,1878.33,9584.120117
850,1.09456,1.068178,-0.015504589,0.011982249,0.00839,53.44860185,1.142823977,1.038862023,-4.010220255,0.7,1.8,2.46,1.46,0.09,1883.95,9603.230469
851,1.09235,1.070439,-0.013380352,-0.002019076,0.0265,52.30055423,1.136494028,1.041052972,19.47121044,0.5,2,2.32,1.33,0.09,1883.68,9603.230469
852,1.09698,1.074671,-0.011194236,0.004238568,0.01538,54.5719552,1.132169695,1.042458305,30.93361298,0.5,2,2.32,1.33,0.09,1881.14,9556.019531
853,1.08837,1.07717,-0.010040735,-0.007848821,-0.00619,49.68349316,1.12824255,1.043634117,26.88055631,0.5,2,2.32,1.33,0.09,1881.14,9556.019531
854,1.08874,1.081101,-0.008993055,0.000339958,-0.00361,49.89778995,1.123804414,1.04491692,14.49008361,0.5,2,2.32,1.33,0.09,1881.14,9556.019531
855,1.08327,1.083761,-0.008506091,-0.005024156,-0.01371,46.63520253,1.11863776,1.04659724,8.906205462,0.5,2,2.32,1.33,0.09,1884.66,9529.5
856,1.07308,1.085097,-0.008840509,-0.009406704,-0.01529,41.07599049,1.112673732,1.048366935,-20.86549429,0.5,2,2.32,1.33,0.09,1867.72,9467.530273
857,1.07624,1.084104,-0.008749691,0.002944794,-0.0125,43.40076237,1.107800555,1.049760445,-15.11335243,0.5,2,2.32,1.33,0.08,1878.21,9521.299805
858,1.08795,1.086314,-0.007644694,0.010880473,0.00468,51.31032126,1.104504571,1.051069095,39.85419463,0.5,2,2.32,1.33,0.08,1875.63,9607.400391
859,1.09713,1.087867,-0.00595953,0.008437888,0.02405,56.5939818,1.105292967,1.0507687,101.3054983,0.5,2,2.32,1.33,0.08,1878.48,9581.450195
860,1.09217,1.087628,-0.004966999,-0.004520886,0.01593,53.13255475,1.106635805,1.050381862,95.69450869,0.5,2,2.32,1.33,0.08,1878.48,9581.450195
861,1.08141,1.086534,-0.004991118,-0.009851946,-0.00654,46.30588072,1.107296777,1.05080989,37.06786527,0.5,2,2.32,1.33,0.08,1878.48,9581.450195
862,1.07805,1.084641,-0.005221171,-0.003107055,-0.01908,44.32969521,1.106877368,1.053415632,5.363288641,0.5,2,2.32,1.33,0.08,1896.65,9702.459961
863,1.06587,1.082391,-0.006313535,-0.011298177,-0.0263,37.82743998,1.106258935,1.054945732,-71.49741654,0.5,2,2.32,1.33,0.09,1897.45,9754.429688
864,1.06022,1.079539,-0.007548138,-0.005300834,-0.02119,35.16865238,1.105047767,1.057031566,-130.5406997,0.5,2,2.32,1.33,0.08,1888.53,9754.389648
865,1.05669,1.076881,-0.008710997,-0.003329498,-0.02136,33.53249056,1.104778047,1.057469619,-166.0461462,0.5,2,2.32,1.33,0.09,1870.85,9656.049805
866,1.06541,1.076114,-0.008827186,0.008252184,-0.00046,41.05890296,1.104409104,1.058150896,-126.7163867,0.5,2,2.32,1.33,0.09,1877.86,9629.099609
867,1.06834,1.075324,-0.00858389,0.002750115,0.00812,43.44959138,1.10456465,1.05625935,-97.85283702,0.5,2,2.32,1.33,0.09,1877.86,9629.099609
868,1.07605,1.074134,-0.007680409,0.007216804,0.01936,49.44493014,1.104560757,1.056303577,-45.17186912,0.5,2,2.32,1.33,0.09,1877.86,9629.099609
869,1.08048,1.072469,-0.006531637,0.004116909,0.01507,52.64977399,1.104610219,1.056387781,-6.051892217,0.5,2,2.32,1.33,0.09,1885.08,9659.389648
